Version,Date_of_report,Date_of_statistics,Region_level,Region_code,Region_name,Birth_year,Vaccination_coverage_partly,Vaccination_coverage_completed,Age_group
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0299,Zevenaar,<=2010,88,87,12+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0299,Zevenaar,<2005,89,89,18+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0299,Zevenaar,2005-2010,70,67,12-17
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0301,Zutphen,<=2010,83,81,12+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0301,Zutphen,<2005,84,83,18+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0301,Zutphen,2005-2010,62,57,12-17
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0302,Nunspeet,<=2010,73,71,12+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0302,Nunspeet,<2005,76,74,18+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0302,Nunspeet,2005-2010,46,44,12-17
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0303,Dronten,<=2010,81,80,12+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0303,Dronten,<2005,83,82,18+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0303,Dronten,2005-2010,57,54,12-17
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0307,Amersfoort,<=2010,84,83,12+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0307,Amersfoort,<2005,86,85,18+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0307,Amersfoort,2005-2010,62,60,12-17
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0308,Baarn,<=2010,86,85,12+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0308,Baarn,<2005,88,87,18+
