"variant2","collection_date_num","prob","SE","df","asymp.LCL","asymp.UCL","collection_date","variant"
"C.37 (lambda)",18627.5,4.2806884735188e-07,2.76940601080615e-06,NA,-4.99986719239692e-06,5.85600488710067e-06,2020-12-31,"C.37 (lambda)"
"B.1.617.2 (delta)",18627.5,0.000814268744602801,0.00046658068955137,NA,-0.000100212602799749,0.00172875009200535,2020-12-31,"B.1.617.2 (delta)"
"other",18627.5,0.967764421716931,0.00265798531966025,NA,0.962554866218961,0.972973977214901,2020-12-31,"other"
"B.1.1.7 (alpha)",18628.5,0.0324069395694796,0.00266224427125233,NA,0.0271890366797769,0.0376248424591822,2021-01-01,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18628.5,0.00168870622698123,0.000603632211847185,NA,0.0005056088318525,0.00287180362210997,2021-01-01,"B.1.351 (beta)"
"P.1 (gamma)",18628.5,2.41081327473221e-06,4.07885485072696e-06,NA,-5.58359533085913e-06,1.04052218803235e-05,2021-01-01,"P.1 (gamma)"
"C.37 (lambda)",18628.5,4.32306138016079e-07,2.84372041260482e-06,NA,-5.14128345279075e-06,6.00589572882291e-06,2021-01-01,"C.37 (lambda)"
"B.1.617.2 (delta)",18628.5,0.000813002795395157,0.000454819488785819,NA,-7.84270220919675e-05,0.00170443261288228,2021-01-01,"B.1.617.2 (delta)"
"other",18628.5,0.965088508288731,0.00278759585058359,NA,0.959624920818134,0.970552095759328,2021-01-01,"other"
"B.1.1.7 (alpha)",18629.5,0.0351484516738237,0.0027953545418926,NA,0.0296696574476938,0.0406272458999537,2021-01-02,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18629.5,0.00183213724616144,0.000635166437893362,NA,0.000587233903701853,0.00307704058862103,2021-01-02,"B.1.351 (beta)"
"P.1 (gamma)",18629.5,2.8869228154732e-06,4.76873511099062e-06,NA,-6.45962625388003e-06,1.22334718848264e-05,2021-01-02,"P.1 (gamma)"
"C.37 (lambda)",18629.5,4.36596312682002e-07,2.91859667062325e-06,NA,-5.28374804713807e-06,6.15694067250207e-06,2021-01-02,"C.37 (lambda)"
"B.1.617.2 (delta)",18629.5,0.000811640640151349,0.000443336890431274,NA,-5.72836981119283e-05,0.00168056497841463,2021-01-02,"B.1.617.2 (delta)"
"other",18629.5,0.962204446920735,0.00292069039090058,NA,0.956479998944578,0.967928894896893,2021-01-02,"other"
"B.1.1.7 (alpha)",18630.5,0.0381006081659144,0.00293121525007325,NA,0.0323555318448362,0.0438456844869925,2021-01-03,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18630.5,0.00198640320770684,0.000667497051884903,NA,0.000678133026225763,0.00329467338918791,2021-01-03,"B.1.351 (beta)"
"P.1 (gamma)",18630.5,3.4533477931153e-06,5.56704103993636e-06,NA,-7.45785214561638e-06,1.4364547731847e-05,2021-01-03,"P.1 (gamma)"
"C.37 (lambda)",18630.5,4.40936898068446e-07,2.99398855026084e-06,NA,-5.42717283056809e-06,6.30904662670498e-06,2021-01-03,"C.37 (lambda)"
"B.1.617.2 (delta)",18630.5,0.000810172784447556,0.000432142053732143,NA,-3.68100770726168e-05,0.00165715564596773,2021-01-03,"B.1.617.2 (delta)"
"other",18630.5,0.95909892155724,0.00305686048489282,NA,0.953107585101086,0.965090258013394,2021-01-03,"other"
"B.1.1.7 (alpha)",18631.5,0.0412765397270487,0.00306943086035263,NA,0.0352605657877218,0.0472925136663757,2021-01-04,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18631.5,0.00215213107479413,0.000700549813614107,NA,0.000779078670734233,0.00352518347885403,2021-01-04,"B.1.351 (beta)"
"P.1 (gamma)",18631.5,4.12628938421535e-06,6.48900865906248e-06,NA,-8.59193388291566e-06,1.68445126513464e-05,2021-01-04,"P.1 (gamma)"
"C.37 (lambda)",18631.5,4.45324935729967e-07,3.06984395179208e-06,NA,-5.57145864794063e-06,6.46210851940056e-06,2021-01-04,"C.37 (lambda)"
"B.1.617.2 (delta)",18631.5,0.000808589175945352,0.000421244069110094,NA,-1.70340282115326e-05,0.00163421238010224,2021-01-04,"B.1.617.2 (delta)"
"other",18631.5,0.955758168407892,0.00319564675399717,NA,0.949494815862745,0.962021520953039,2021-01-04,"other"
"B.1.1.7 (alpha)",18632.5,0.0446897676969329,0.00320955207663655,NA,0.0383991612202195,0.0509803741736463,2021-01-05,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18632.5,0.0023299573735708,0.000734239136498699,NA,0.000890875109993567,0.00376903963714804,2021-01-05,"B.1.351 (beta)"
"P.1 (gamma)",18632.5,4.92462960508936e-06,7.55163373216178e-06,NA,-9.87630053438552e-06,1.97255597445642e-05,2021-01-05,"P.1 (gamma)"
"C.37 (lambda)",18632.5,4.49756958898094e-07,3.14610451516404e-06,NA,-5.71649458242227e-06,6.61600850021845e-06,2021-01-05,"C.37 (lambda)"
"B.1.617.2 (delta)",18632.5,0.000806879222209176,0.000410651876169974,NA,2.0163347322252e-06,0.00161174210968613,2021-01-05,"B.1.617.2 (delta)"
"other",18632.5,0.952168021320723,0.00333653746051412,NA,0.945628528065047,0.958707514576399,2021-01-05,"other"
"B.1.1.7 (alpha)",18633.5,0.0483541515253359,0.00335107531643659,NA,0.041786164595639,0.0549221384550328,2021-01-06,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18633.5,0.00252052414015159,0.000768467869800337,NA,0.00101435479206672,0.00402669348823647,2021-01-06,"B.1.351 (beta)"
"P.1 (gamma)",18633.5,5.87032215785261e-06,8.77379599313491e-06,NA,-1.13260019963937e-05,2.30666463120989e-05,2021-01-06,"P.1 (gamma)"
"C.37 (lambda)",18633.5,4.54228971788993e-07,3.22270524500336e-06,NA,-5.86215724120591e-06,6.7706151847839e-06,2021-01-06,"C.37 (lambda)"
"B.1.617.2 (delta)",18633.5,0.000805031816417823,0.000400374165269355,NA,2.0312872149601e-05,0.00158975076068605,2021-01-06,"B.1.617.2 (delta)"
"other",18633.5,0.948313967966965,0.00347896789670488,NA,0.941495316186053,0.955132619747878,2021-01-06,"other"
"B.1.1.7 (alpha)",18634.5,0.052283825115984,0.00349344310608233,NA,0.0454368024460229,0.0591308477859451,2021-01-07,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18634.5,0.00272447421265621,0.00080312724632104,NA,0.00115037373486415,0.00429857469044828,2021-01-07,"B.1.351 (beta)"
"P.1 (gamma)",18634.5,6.98882827488598e-06,1.0176375054044e-05,NA,-1.29565003242121e-05,2.6934156873984e-05,2021-01-07,"P.1 (gamma)"
"C.37 (lambda)",18634.5,4.58736432105726e-07,3.29957416464383e-06,NA,-6.00831009491501e-06,6.92578295912646e-06,2021-01-07,"C.37 (lambda)"
"B.1.617.2 (delta)",18634.5,0.000803035371857787,0.000390419261936934,NA,3.78276795906872e-05,0.00156824306412489,2021-01-07,"B.1.617.2 (delta)"
"other",18634.5,0.944181217734795,0.00362232077128307,NA,0.937081599482629,0.951280835986961,2021-01-07,"other"
"B.1.1.7 (alpha)",18635.5,0.0564931212684753,0.00363604555892841,NA,0.0493666029268288,0.0636196396101218,2021-01-08,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18635.5,0.00294244583683859,0.0008380970265753,NA,0.0012998058492009,0.00458508582447629,2021-01-08,"B.1.351 (beta)"
"P.1 (gamma)",18635.5,8.3096000545284e-06,1.17823532323562e-05,NA,-1.47833879340189e-05,3.14025880430757e-05,2021-01-08,"P.1 (gamma)"
"C.37 (lambda)",18635.5,4.63274237536216e-07,3.37663200901539e-06,NA,-6.15480288917908e-06,7.08135136425151e-06,2021-01-08,"C.37 (lambda)"
"B.1.617.2 (delta)",18635.5,0.000800877866071244,0.000380794993932283,NA,5.45333924708205e-05,0.00154722233967167,2021-01-08,"B.1.617.2 (delta)"
"other",18635.5,0.939754782154323,0.00376592776911475,NA,0.932373699358479,0.947135864950167,2021-01-08,"other"
"B.1.1.7 (alpha)",18636.5,0.0609964835281065,0.00377822310069663,NA,0.0535913023251838,0.0684016647310292,2021-01-09,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18636.5,0.00317506656270936,0.000873245871729917,NA,0.00146353610447044,0.00488659702094828,2021-01-09,"B.1.351 (beta)"
"P.1 (gamma)",18636.5,9.86661326997211e-06,1.36168997407292e-05,NA,-1.68220198029499e-05,3.65552463428941e-05,2021-01-09,"P.1 (gamma)"
"C.37 (lambda)",18636.5,4.67836717115157e-07,3.45379196721841e-06,NA,-6.30147114872667e-06,7.23714458295698e-06,2021-01-09,"C.37 (lambda)"
"B.1.617.2 (delta)",18636.5,0.000798546895490291,0.000371508541407326,NA,7.04035343829244e-05,0.00152669025659766,2021-01-09,"B.1.617.2 (delta)"
"other",18636.5,0.935019568563707,0.00390907245950267,NA,0.927357927330124,0.942681209797289,2021-01-09,"other"
"B.1.1.7 (alpha)",18637.5,0.0658083648978163,0.00391927060252698,NA,0.0581267356711969,0.0734899941244358,2021-01-10,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18637.5,0.00342294642085035,0.000908431978185423,NA,0.00164245246120244,0.00520344038049825,2021-01-10,"B.1.351 (beta)"
"P.1 (gamma)",18637.5,1.16989509338044e-05,1.57074298780964e-05,NA,-1.90870459169528e-05,4.24849477845617e-05,2021-01-10,"P.1 (gamma)"
"C.37 (lambda)",18637.5,4.72417628375519e-07,3.53095948649668e-06,NA,-6.44813579602802e-06,7.39297105277906e-06,2021-01-10,"C.37 (lambda)"
"B.1.617.2 (delta)",18637.5,0.000796029741316399,0.000362566271463418,NA,8.5412907239128e-05,0.00150664657539367,2021-01-10,"B.1.617.2 (delta)"
"other",18637.5,0.929960487571455,0.0040509947222386,NA,0.922020683814305,0.937900291328604,2021-01-10,"other"
"B.1.1.7 (alpha)",18638.5,0.0709431130551369,0.00405844307166907,NA,0.0629887108013594,0.0788975153089143,2021-01-11,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18638.5,0.00368667038102957,0.000943504006334081,NA,0.00183743650934552,0.00553590425271362,2021-01-11,"B.1.351 (beta)"
"P.1 (gamma)",18638.5,1.38514379872499e-05,1.80836320795563e-05,NA,-2.15918295983537e-05,4.92947055728535e-05,2021-01-11,"P.1 (gamma)"
"C.37 (lambda)",18638.5,4.77010161259107e-07,3.60803215006967e-06,NA,-6.59460290794006e-06,7.54862323045827e-06,2021-01-11,"C.37 (lambda)"
"B.1.617.2 (delta)",18638.5,0.00079331344729603,0.000353973559388729,NA,9.95380194146709e-05,0.00148708887517739,2021-01-11,"B.1.617.2 (delta)"
"other",18638.5,0.924562574668389,0.00419089684705861,NA,0.916348567785232,0.932776581551546,2021-01-11,"other"
"B.1.1.7 (alpha)",18639.5,0.0764148419534459,0.0041949630305622,NA,0.068192865497067,0.0846368184098248,2021-01-12,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18639.5,0.00396679011234173,0.000978302334539347,NA,0.00204935277065315,0.0058842274540303,2021-01-12,"B.1.351 (beta)"
"P.1 (gamma)",18639.5,1.63753263330774e-05,2.07774549654099e-05,NA,-2.43477370895289e-05,5.70983897556837e-05,2021-01-12,"P.1 (gamma)"
"C.37 (lambda)",18639.5,4.81606949781082e-07,3.68489964182767e-06,NA,-6.74066363484569e-06,7.70387753440785e-06,2021-01-12,"C.37 (lambda)"
"B.1.617.2 (delta)",18639.5,0.000790384909895109,0.000345734599982199,NA,0.000112757545720637,0.00146801227406958,2021-01-12,"B.1.617.2 (delta)"
"other",18639.5,0.918811126091034,0.00432795143957517,NA,0.910328497142629,0.92729375503944,2021-01-12,"other"
"B.1.1.7 (alpha)",18640.5,0.082237289972966,0.0043280296858645,NA,0.0737545076646514,0.0907200722812807,2021-01-13,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18640.5,0.0042638150834221,0.00101266066649082,NA,0.00227903664853976,0.00624859351830443,2021-01-13,"B.1.351 (beta)"
"P.1 (gamma)",18640.5,1.9329028025711e-05,2.38230459261393e-05,NA,-2.73632839915657e-05,6.60213400429878e-05,2021-01-13,"P.1 (gamma)"
"C.37 (lambda)",18640.5,4.86200092445619e-07,3.76144381117089e-06,NA,-6.88609430732041e-06,7.85849449221164e-06,2021-01-13,"C.37 (lambda)"
"B.1.617.2 (delta)",18640.5,0.000787230981183646,0.000337852213574582,NA,0.000125052810480331,0.00144940915188696,2021-01-13,"B.1.617.2 (delta)"
"other",18640.5,0.91269184873431,0.00446131123355689,NA,0.903947839392715,0.921435858075906,2021-01-13,"other"
"B.1.1.7 (alpha)",18641.5,0.0884236651231857,0.00445682994843117,NA,0.0796884389390411,0.0971588913073303,2021-01-14,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18641.5,0.00457820306318946,0.00104640801553199,NA,0.00252728103961273,0.0066291250867662,2021-01-14,"B.1.351 (beta)"
"P.1 (gamma)",18641.5,2.27788927590547e-05,2.72566323481301e-05,NA,-3.06431249831296e-05,7.6200910501239e-05,2021-01-14,"P.1 (gamma)"
"C.37 (lambda)",18641.5,4.90781182383704e-07,3.83753885121427e-06,NA,-7.03065675526947e-06,8.01221912003688e-06,2021-01-14,"C.37 (lambda)"
"B.1.617.2 (delta)",18641.5,0.000783838584504276,0.000330327652571805,NA,0.000136408282365879,0.00143126888664267,2021-01-14,"B.1.617.2 (delta)"
"other",18641.5,0.906191023555179,0.00459012086405161,NA,0.897194551976952,0.915187495133406,2021-01-14,"other"
"B.1.1.7 (alpha)",18642.5,0.0949864781828118,0.00458055131212791,NA,0.0860087625817035,0.10396419378392,2021-01-15,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18642.5,0.00491035010679596,0.00107937108306007,NA,0.00279482165804424,0.00702587855554769,2021-01-15,"B.1.351 (beta)"
"P.1 (gamma)",18642.5,2.68000238484917e-05,3.11163363900557e-05,NA,-3.41868748068506e-05,8.7786922503834e-05,2021-01-15,"P.1 (gamma)"
"C.37 (lambda)",18642.5,4.95341348124825e-07,3.9130516031176e-06,NA,-7.17409886363238e-06,8.16478155988203e-06,2021-01-15,"C.37 (lambda)"
"B.1.617.2 (delta)",18642.5,0.000780194842714454,0.00032316041547582,NA,0.000146812067152847,0.00141357761827606,2021-01-15,"B.1.617.2 (delta)"
"other",18642.5,0.899295681502481,0.0047135305969962,NA,0.890057331292341,0.908534031712621,2021-01-15,"other"
"B.1.1.7 (alpha)",18643.5,0.101937365091449,0.00469839653283255,NA,0.0927286771020089,0.111146053080888,2021-01-16,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18643.5,0.00526058013756097,0.001111377039377,NA,0.00308232116713729,0.00743883910798465,2021-01-16,"B.1.351 (beta)"
"P.1 (gamma)",18643.5,3.14771246964692e-05,3.54419143334958e-05,NA,-3.79877509403364e-05,0.000100942000333275,2021-01-16,"P.1 (gamma)"
"C.37 (lambda)",18643.5,4.99871305816952e-07,3.98784199836648e-06,NA,-7.31615538701759e-06,8.31589799865149e-06,2021-01-16,"C.37 (lambda)"
"B.1.617.2 (delta)",18643.5,0.000776287218462201,0.000316348076269504,NA,0.000156256382395444,0.00139631805452896,2021-01-16,"B.1.617.2 (delta)"
"other",18643.5,0.891993790556526,0.00483071193765485,NA,0.882525769139035,0.901461811974017,2021-01-16,"other"
"B.1.1.7 (alpha)",18644.5,0.109286900371278,0.00480959996860905,NA,0.0998602576527591,0.118713543089796,2021-01-17,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18644.5,0.00562913426301266,0.00114225670414979,NA,0.00339035226177965,0.00786791626424568,2021-01-17,"B.1.351 (beta)"
"P.1 (gamma)",18644.5,3.69053652830647e-05,4.02744120282072e-05,NA,-4.20310317907482e-05,0.000115841762356878,2021-01-17,"P.1 (gamma)"
"C.37 (lambda)",18644.5,5.04361423570108e-07,4.0617636493643e-06,NA,-7.4565490428979e-06,8.46527189003812e-06,2021-01-17,"C.37 (lambda)"
"B.1.617.2 (delta)",18644.5,0.000772103665583166,0.000309886137661384,NA,0.000164737996458632,0.0013794693347077,2021-01-17,"B.1.617.2 (delta)"
"other",18644.5,0.88427445197342,0.00494087495200296,NA,0.874590515015378,0.893958388931462,2021-01-17,"other"
"B.1.1.7 (alpha)",18645.5,0.117044403846074,0.00491344534801972,NA,0.10741422792395,0.126674579768199,2021-01-18,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18645.5,0.00601615999092949,0.00117184810964707,NA,0.00371937990066988,0.0083129400811891,2021-01-18,"B.1.351 (beta)"
"P.1 (gamma)",18645.5,4.31912555724673e-05,4.56557289068399e-05,NA,-4.62923287728632e-05,0.000132674839917798,2021-01-18,"P.1 (gamma)"
"C.37 (lambda)",18645.5,5.08801798415441e-07,4.1346645966538e-06,NA,-7.59499189917884e-06,8.61259549600972e-06,2021-01-18,"C.37 (lambda)"
"B.1.617.2 (delta)",18645.5,0.000767632790298837,0.000303767916853799,NA,0.000172258613606633,0.00136300696699104,2021-01-18,"B.1.617.2 (delta)"
"other",18645.5,0.876128103315326,0.00504328703221037,NA,0.866243442368496,0.886012764262157,2021-01-18,"other"
"B.1.1.7 (alpha)",18646.5,0.125217743424213,0.00500928462682824,NA,0.115399725967319,0.135035760881106,2021-01-19,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18646.5,0.00642170053843722,0.00120000041290956,NA,0.00406974294770128,0.00877365812917316,2021-01-19,"B.1.351 (beta)"
"P.1 (gamma)",18646.5,5.04535099302409e-05,5.16280845250123e-05,NA,-5.07356763295729e-05,0.000151642696190055,2021-01-19,"P.1 (gamma)"
"C.37 (lambda)",18646.5,5.13182346142335e-07,4.20638821843415e-06,NA,-7.7311870669822e-06,8.75755175926687e-06,2021-01-19,"C.37 (lambda)"
"B.1.617.2 (delta)",18646.5,0.000762864020460769,0.000297984472125579,NA,0.000178825187142454,0.00134690285377908,2021-01-19,"B.1.617.2 (delta)"
"other",18646.5,0.867546725324613,0.00513729272070826,NA,0.857477816613985,0.877615634035241,2021-01-19,"other"
"B.1.1.7 (alpha)",18647.5,0.133813137203759,0.00509655747585454,NA,0.123824068105946,0.143802206301573,2021-01-20,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18647.5,0.00684568445256675,0.00122657810277139,NA,0.00444163554690936,0.00924973335822414,2021-01-20,"B.1.351 (beta)"
"P.1 (gamma)",18647.5,5.88238837810464e-05,5.82333836491829e-05,NA,-5.53114508692558e-05,0.000172959218431349,2021-01-20,"P.1 (gamma)"
"C.37 (lambda)",18647.5,5.17492904002403e-07,4.27677430477556e-06,NA,-7.86483070336402e-06,8.89981651136883e-06,2021-01-20,"C.37 (lambda)"
"B.1.617.2 (delta)",18647.5,0.00075778778063707,0.00029252457754758,NA,0.000184450144051019,0.00133112541722312,2021-01-20,"B.1.617.2 (delta)"
"other",18647.5,0.858524049186352,0.00522233407906029,NA,0.848288462476158,0.868759635896546,2021-01-20,"other"
"B.1.1.7 (alpha)",18648.5,0.142834958619727,0.00517481081754942,NA,0.132692515790522,0.152977401448932,2021-01-21,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18648.5,0.00728791578284738,0.00125146542402739,NA,0.00483508862385655,0.00974074294183821,2021-01-21,"B.1.351 (beta)"
"P.1 (gamma)",18648.5,6.84479608983827e-05,6.55124786082166e-05,NA,-5.99541377116725e-05,0.000196850059508438,2021-01-21,"P.1 (gamma)"
"C.37 (lambda)",18648.5,5.21723345953764e-07,4.34566029507644e-06,NA,-7.99561432144176e-06,9.03906101334929e-06,2021-01-21,"C.37 (lambda)"
"B.1.617.2 (delta)",18648.5,0.000752395670390021,0.000287374751570219,NA,0.000189151507246248,0.00131563983353379,2021-01-21,"B.1.617.2 (delta)"
"other",18648.5,0.849055760242791,0.00529797095143736,NA,0.838671927986835,0.859439592498748,2021-01-21,"other"
"B.1.1.7 (alpha)",18649.5,0.152285548761972,0.00524371770046599,NA,0.142008050923964,0.162563046599981,2021-01-22,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18649.5,0.00774806506403417,0.00127457091398951,NA,0.00524995197687244,0.0102461781511959,2021-01-22,"B.1.351 (beta)"
"P.1 (gamma)",18649.5,7.94858670216789e-05,7.35043309626622e-05,NA,-6.45799743728513e-05,0.000223551708416209,2021-01-22,"P.1 (gamma)"
"C.37 (lambda)",18649.5,5.25863709768456e-07,4.41288267291912e-06,NA,-8.12322739715386e-06,9.17495481669077e-06,2021-01-22,"C.37 (lambda)"
"B.1.617.2 (delta)",18649.5,0.000746680642667256,0.000282519343095092,NA,0.000192952905264962,0.00130040838006955,2021-01-22,"B.1.617.2 (delta)"
"other",18649.5,0.839139693800595,0.00536390033301805,NA,0.828626642331217,0.849652745269972,2021-01-22,"other"
"B.1.1.7 (alpha)",18650.5,0.162165040321024,0.00530309467543202,NA,0.151771165750571,0.172558914891477,2021-01-23,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18650.5,0.0082256613784389,0.00129583191631847,NA,0.00568587749243718,0.0107654452644406,2021-01-23,"B.1.351 (beta)"
"P.1 (gamma)",18650.5,9.21128830723587e-05,8.2245078515465e-05,NA,-6.90845087236217e-05,0.000253310274868339,2021-01-23,"P.1 (gamma)"
"C.37 (lambda)",18650.5,5.29904334948836e-07,4.47827850765296e-06,NA,-8.24736025279074e-06,9.30716892268841e-06,2021-01-23,"C.37 (lambda)"
"B.1.617.2 (delta)",18650.5,0.000740637178844056,0.000277940676091323,NA,0.000195883463866349,0.00128539089382176,2021-01-23,"B.1.617.2 (delta)"
"other",18650.5,0.828776018334286,0.00541997391824649,NA,0.818153064657376,0.839398972011195,2021-01-23,"other"
"B.1.1.7 (alpha)",18651.5,0.172471197841956,0.00535291672318337,NA,0.161979673852275,0.182962721831638,2021-01-24,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18651.5,0.00872008577110314,0.00131521890376262,NA,0.00614230408794214,0.0112978674542641,2021-01-24,"B.1.351 (beta)"
"P.1 (gamma)",18651.5,0.000106519929231362,9.17670182390686e-05,NA,-7.33401214858424e-05,0.000286379979948567,2021-01-24,"P.1 (gamma)"
"C.37 (lambda)",18651.5,5.33836010007709e-07,4.54168712690532e-06,NA,-8.36770718777591e-06,9.43537920779132e-06,2021-01-24,"C.37 (lambda)"
"B.1.617.2 (delta)",18651.5,0.000734261456634333,0.000273619251021483,NA,0.000197977579155402,0.00127054533411326,2021-01-24,"B.1.617.2 (delta)"
"other",18651.5,0.817967401165065,0.00546621278226687,NA,0.807253820979989,0.82868098135014,2021-01-24,"other"
"B.1.1.7 (alpha)",18652.5,0.183199279057782,0.00539332869132125,NA,0.172628549066006,0.193770009049559,2021-01-25,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18652.5,0.00923056628591051,0.00133273940614313,NA,0.00661844504909267,0.0118426875227283,2021-01-25,"B.1.351 (beta)"
"P.1 (gamma)",18652.5,0.000122913889693154,0.000102097520734307,NA,-7.71935738569189e-05,0.000323021353243227,2021-01-25,"P.1 (gamma)"
"C.37 (lambda)",18652.5,5.37650127276189e-07,4.60295189896273e-06,NA,-8.48396981726101e-06,9.55927007181339e-06,2021-01-25,"C.37 (lambda)"
"B.1.617.2 (delta)",18652.5,0.000727551506855818,0.000269533998518738,NA,0.00019927457715002,0.00125582843656162,2021-01-25,"B.1.617.2 (delta)"
"other",18652.5,0.806719151609631,0.0055028180537866,NA,0.795933826410732,0.817504476808529,2021-01-25,"other"
"B.1.1.7 (alpha)",18653.5,0.194341922011292,0.00542465214246829,NA,0.183709799183397,0.204974044839188,2021-01-26,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18653.5,0.00975617487564997,0.00134844130414785,NA,0.00711327848425396,0.012399071267046,2021-01-26,"B.1.351 (beta)"
"P.1 (gamma)",18653.5,0.00014151774716997,0.000113257897228566,NA,-8.04636523627586e-05,0.000363499146702699,2021-01-26,"P.1 (gamma)"
"C.37 (lambda)",18653.5,5.41338843030572e-07,4.661922098789e-06,NA,-8.59586056932725e-06,9.6785382553884e-06,2021-01-26,"C.37 (lambda)"
"B.1.617.2 (delta)",18653.5,0.000720507354913707,0.000265662578134432,NA,0.000199818269730163,0.00124119644009725,2021-01-26,"B.1.617.2 (delta)"
"other",18653.5,0.795039336672131,0.00553017638549965,NA,0.784200390128398,0.805878283215864,2021-01-26,"other"
"B.1.1.7 (alpha)",18654.5,0.205889062439986,0.00544738651240903,NA,0.195212381065795,0.216565743814177,2021-01-27,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18654.5,0.0102958264133391,0.00136241521579941,NA,0.00762554165838288,0.0129661111682953,2021-01-27,"B.1.351 (beta)"
"P.1 (gamma)",18654.5,0.000162570496317552,0.000125262245680704,NA,-8.2938993839235e-05,0.000408079986474339,2021-01-27,"P.1 (gamma)"
"C.37 (lambda)",18654.5,5.44895240393317e-07,4.71845482658667e-06,NA,-8.70310628239573e-06,9.79289676318237e-06,2021-01-27,"C.37 (lambda)"
"B.1.617.2 (delta)",18654.5,0.000713131142876289,0.000261981712763704,NA,0.000199656421251313,0.00122660586450127,2021-01-27,"B.1.617.2 (delta)"
"other",18654.5,0.782938864612241,0.00554885903933617,NA,0.772063300739852,0.793814428484629,2021-01-27,"other"
