"contrast","collection_date_num","estimate","SE","df","asymp.LCL","asymp.UCL","variant","collection_date","avg_r","r","r_LOWER","r_UPPER","Re","Re_LOWER","Re_UPPER","prob"
"B.1.1.7 (alpha)",18617.5,0.0858987443434223,0.00277995506596585,NA,0.0804501325354896,0.0913473561513551,"B.1.1.7 (alpha)",2020-12-21,-0.00955846509363848,0.0763402792497838,0.0708916674418511,0.0817888910577166,1.39978512883226,1.36846653078358,1.43154377786491,0.0128745254675137
"B.1.351 (beta)",18617.5,0.0872939342845705,0.0121815313322095,NA,0.0634185715968938,0.111169296972247,"B.1.351 (beta)",2020-12-21,-0.00955846509363848,0.077735469190932,0.0538601065032553,0.101610831878609,NA,NA,NA,0.000664074396987353
"P.1 (gamma)",18617.5,0.189579056433607,0.042950315554824,NA,0.105397984821521,0.273760128045692,"P.1 (gamma)",2020-12-21,-0.00955846509363848,0.180020591339968,0.0958395197278826,0.264201662952053,NA,NA,NA,3.13019682507039e-07
"C.37 (lambda)",18617.5,0.009359133411213,0.122572087019515,NA,-0.230877742656945,0.249596009479371,"C.37 (lambda)",2020-12-21,-0.00955846509363848,-0.000199331682425479,-0.240436207750583,0.240037544385732,NA,NA,NA,3.88853987333873e-07
"B.1.617.2 (delta)",18617.5,-0.000827589720575271,0.0196483951210175,NA,-0.0393377365117821,0.0376825570706316,"B.1.617.2 (delta)",2020-12-21,-0.00955846509363848,-0.0103860548142138,-0.0488962016054206,0.0281240919769931,NA,NA,NA,0.000823320970184418
"other",18617.5,-0.00118020772607537,4.13722559478502e-05,NA,-0.00126129585769232,-0.00109911959445841,"other",2020-12-21,-0.00955846509363848,-0.0107386728197138,-0.0108197609513308,-0.0106575846880969,0.950313848724917,0.949944619301427,0.950683167011299,0.985637377291645
"B.1.1.7 (alpha)",18618.5,0.0855983321457632,0.00276301634968206,NA,0.0801829196116911,0.0910137446798354,"B.1.1.7 (alpha)",2020-12-22,-0.014886550398446,0.0707117817473173,0.0652963692132451,0.0761271942813894,1.36744002515932,1.33676027283023,1.39855206444639,0.0140275387872311
"B.1.351 (beta)",18618.5,0.0869192034848226,0.0121165865863588,NA,0.0631711301599982,0.110667276809647,"B.1.351 (beta)",2020-12-22,-0.014886550398446,0.0720326530863767,0.0482845797615522,0.0957807264112011,NA,NA,NA,0.000724536921621608
"P.1 (gamma)",18618.5,0.188958680356171,0.0427771067178694,NA,0.105117091826321,0.272800268886021,"P.1 (gamma)",2020-12-22,-0.014886550398446,0.174072129957725,0.0902305414278747,0.257913718487576,NA,NA,NA,3.78265172244022e-07
"C.37 (lambda)",18618.5,0.00941611987594149,0.121513235298598,NA,-0.228745444954252,0.247577684706135,"C.37 (lambda)",2020-12-22,-0.014886550398446,-0.00547043052250447,-0.243631995352698,0.232691134307689,NA,NA,NA,3.92514439008433e-07
"B.1.617.2 (delta)",18618.5,-0.000864311307890631,0.0195530393694209,NA,-0.0391875642602493,0.037458941644468,"B.1.617.2 (delta)",2020-12-22,-0.014886550398446,-0.0157508617063366,-0.0540741146586953,0.0225723912460221,NA,NA,NA,0.00082261874751841
"other",18618.5,-0.00128305850329876,4.4282440400002e-05,NA,-0.00136985049163031,-0.00119626651496722,"other",2020-12-22,-0.014886550398446,-0.0161696089017447,-0.0162564008900763,-0.0160828169134132,0.92578036148189,0.925391513457551,0.926169310677031,0.984424534764018
"B.1.1.7 (alpha)",18619.5,0.0852789626500055,0.00274510298907724,NA,0.0798986596575608,0.0906592656424501,"B.1.1.7 (alpha)",2020-12-23,-0.0194168331957765,0.0658621294542289,0.0604818264617843,0.0712424324466736,1.33994530208424,1.30984572149216,1.370469519873,0.0152790959674401
"B.1.351 (beta)",18619.5,0.0865215223393686,0.0120481527110853,NA,0.0629075769454028,0.110135467733334,"B.1.351 (beta)",2020-12-23,-0.0194168331957765,0.0671046891435921,0.0434907437496263,0.0907186345375578,NA,NA,NA,0.000790200482268243
"P.1 (gamma)",18619.5,0.188302155712648,0.0425945975753948,NA,0.104818278528897,0.271786032896399,"P.1 (gamma)",2020-12-23,-0.0194168331957765,0.168885322516872,0.0854014453331207,0.252369199700622,NA,NA,NA,4.56820036496585e-07
"C.37 (lambda)",18619.5,0.00947335163564943,0.120397527473833,NA,-0.226501466040736,0.245448169312034,"C.37 (lambda)",2020-12-23,-0.0194168331957765,-0.00994348156012709,-0.245918299236512,0.226031336116258,NA,NA,NA,3.96231595232828e-07
"B.1.617.2 (delta)",18619.5,-0.000905822419270062,0.0194525854019864,NA,-0.0390321892133531,0.0372205443748129,"B.1.617.2 (delta)",2020-12-23,-0.0194168331957765,-0.0203226556150466,-0.0584490224091296,0.0178037111790364,NA,NA,NA,0.000821884647846333
"other",18619.5,-0.00139425184509098,4.7453032809811e-05,NA,-0.0014872580803554,-0.00130124560982655,"other",2020-12-23,-0.0194168331957765,-0.0208110850408675,-0.0209040912761319,-0.0207180788056031,0.905127189389414,0.904716285940502,0.905538208391654,0.983107965850814
"B.1.1.7 (alpha)",18620.5,0.0849400465729663,0.00272620131854103,NA,0.0795967901740203,0.0902833029719123,"B.1.1.7 (alpha)",2020-12-24,-0.023149313485628,0.0617907330873383,0.0564474766883923,0.0671339894862843,1.31712930912212,1.28755314654375,1.34712256881785,0.0166368618230396
"B.1.351 (beta)",18620.5,0.0861003015650242,0.0119762292713326,NA,0.0626273235226179,0.10957327960743,"B.1.351 (beta)",2020-12-24,-0.023149313485628,0.0629509880793961,0.0394780100369898,0.0864239661218024,NA,NA,NA,0.000861463629558952
"P.1 (gamma)",18620.5,0.187608893219854,0.0424027890190843,NA,0.104500953898398,0.270716832541309,"P.1 (gamma)",2020-12-24,-0.023149313485628,0.164459579734226,0.08135164041277,0.247567519055681,NA,NA,NA,5.51318011035436e-07
"C.37 (lambda)",18620.5,0.00953023940715822,0.119224970017737,NA,-0.224146407885474,0.243206886699791,"C.37 (lambda)",2020-12-24,-0.023149313485628,-0.0136190740784698,-0.247295721371102,0.220057573214162,NA,NA,NA,4.00006391365405e-07
"B.1.617.2 (delta)",18620.5,-0.000952712337892199,0.0193470377174337,NA,-0.0388722094716003,0.0369667847958159,"B.1.617.2 (delta)",2020-12-24,-0.023149313485628,-0.0241020258235202,-0.0620215229572283,0.0138174713101879,NA,NA,NA,0.000821114580210964
"other",18620.5,-0.00151437703463331,5.08980089239668e-05,NA,-0.00161413529900909,-0.00141461877025754,"other",2020-12-24,-0.023149313485628,-0.0246636905202613,-0.0247634487846371,-0.0245639322558856,0.888202895414405,0.887767288104046,0.888638635067603,0.981679608642788
"B.1.1.7 (alpha)",18621.5,0.0845809650740297,0.00270629732338687,NA,0.0792767197887343,0.0898852103593251,"B.1.1.7 (alpha)",2020-12-25,-0.0260839912680011,0.0584969738060286,0.0531927285207332,0.063801219091324,1.29884842158362,1.2697408145491,1.32836568927468,0.0181089848721891
"B.1.351 (beta)",18621.5,0.0856549223211738,0.0119008160698398,NA,0.0623297514376524,0.108980093204695,"B.1.351 (beta)",2020-12-25,-0.0260839912680011,0.0595709310531727,0.0362457601696513,0.0828961019366942,NA,NA,NA,0.000938748229133986
"P.1 (gamma)",18621.5,0.186878274037171,0.042201682039811,NA,0.10416449715213,0.269592050922211,"P.1 (gamma)",2020-12-25,-0.0260839912680011,0.16079428276917,0.0780805058841293,0.24350805965421,NA,NA,NA,6.64892409652475e-07
"C.37 (lambda)",18621.5,0.0095861643498515,0.117995570071365,NA,-0.221680903325297,0.240853232025,"C.37 (lambda)",2020-12-25,-0.0260839912680011,-0.0164978269181496,-0.247764894593298,0.214769240756999,NA,NA,NA,4.03839536606825e-07
"B.1.617.2 (delta)",18621.5,-0.0010055999043733,0.0192364012016149,NA,-0.0387082534517016,0.036697053642955,"B.1.617.2 (delta)",2020-12-25,-0.0260839912680011,-0.0270895911723744,-0.0647922447197027,0.0106130623749539,NA,NA,NA,0.000820303977678427
"other",18621.5,-0.00164405291254105,5.46316469437497e-05,NA,-0.00175112897296691,-0.00153697685211519,"other",2020-12-25,-0.0260839912680011,-0.0277280441805422,-0.027835120240968,-0.0276209681201163,0.87488233126144,0.874419130428858,0.875345684016425,0.980130894189052
"B.1.1.7 (alpha)",18622.5,0.0842010700251979,0.00268537670436934,NA,0.0789378283997111,0.0894643116506846,"B.1.1.7 (alpha)",2020-12-26,-0.028220866542894,0.0559802034823039,0.0507169618568171,0.0612434451077907,1.28498643923092,1.25629439033624,1.31408080844109,0.0197041110830224
"B.1.351 (beta)",18622.5,0.085184736479821,0.011821913195683,NA,0.0620142123879234,0.108355260571719,"B.1.351 (beta)",2020-12-26,-0.028220866542894,0.056963869936927,0.0337933458450295,0.0801343940288246,NA,NA,NA,0.00102249974512617
"P.1 (gamma)",18622.5,0.186109650036612,0.0419912777366177,NA,0.103808258008023,0.268411042065201,"P.1 (gamma)",2020-12-26,-0.028220866542894,0.157888783493718,0.0755873914651288,0.240190175522307,NA,NA,NA,8.01265347045365e-07
"C.37 (lambda)",18622.5,0.00964047833572161,0.11670933551551,NA,-0.219105615934279,0.238386572605722,"C.37 (lambda)",2020-12-26,-0.028220866542894,-0.0185803882071724,-0.247326482477173,0.210165706062828,NA,NA,NA,4.07731490570961e-07
"B.1.617.2 (delta)",18622.5,-0.00106513324672192,0.0191206811556707,NA,-0.0385409796717103,0.0364107131782664,"B.1.617.2 (delta)",2020-12-26,-0.028220866542894,-0.0292859997896159,-0.0667618462146042,0.00818984663537244,NA,NA,NA,0.000819447777656272
"other",18622.5,-0.001783927606821,5.86685037807046e-05,NA,-0.00189891576125804,-0.00166893945238397,"other",2020-12-26,-0.028220866542894,-0.030004794149715,-0.030119782304152,-0.0298898059952779,0.865066024988686,0.864572067331087,0.865560157378982,0.978452732397358
"B.1.1.7 (alpha)",18623.5,0.0837996846060596,0.00266342495604787,NA,0.0785794676166806,0.0890199015954386,"B.1.1.7 (alpha)",2020-12-27,-0.0295599393103091,0.0542397452957505,0.0490195283063715,0.0594599622851295,1.27545408392564,1.24712643850391,1.3041767965699,0.0214313952011185
"B.1.351 (beta)",18623.5,0.0846890672205506,0.0117395210798269,NA,0.0616800287083412,0.10769810573276,"B.1.351 (beta)",2020-12-27,-0.0295599393103091,0.0551291279102415,0.0321200893980321,0.0781381664224509,NA,NA,NA,0.00111318733564523
"P.1 (gamma)",18623.5,0.18530234439776,0.0417715773267087,NA,0.103431557259981,0.267173131535539,"P.1 (gamma)",2020-12-27,-0.0295599393103091,0.155742405087451,0.0738716179496717,0.23761319222523,NA,NA,NA,9.64851515587274e-07
"C.37 (lambda)",18623.5,0.00969250454436922,0.115366275052049,NA,-0.216421239588189,0.235806248676928,"C.37 (lambda)",2020-12-27,-0.0295599393103091,-0.0198674347659399,-0.245981178898499,0.206246309366619,NA,NA,NA,4.11682438797196e-07
"B.1.617.2 (delta)",18623.5,-0.00113198918533725,0.0189998833269868,NA,-0.0383710762166945,0.03610709784602,"B.1.617.2 (delta)",2020-12-27,-0.0295599393103091,-0.0306919284956464,-0.0679310155270036,0.00654715853571088,NA,NA,NA,0.000818540403369041
"other",18623.5,-0.00193467793787853,6.30233711788391e-05,NA,-0.00205820147557336,-0.00181115440018371,"other",2020-12-27,-0.0295599393103091,-0.0314946172481876,-0.0316181407858825,-0.0313710937104928,0.85867967781187,0.858151491060413,0.859208065842888,0.976635500525913
"B.1.1.7 (alpha)",18624.5,0.0833761042725517,0.00264042746042669,NA,0.0782009615463248,0.0885512469987786,"B.1.1.7 (alpha)",2020-12-28,-0.0301013154323287,0.053274788840223,0.0480996461139961,0.0584499315664498,1.27018802051075,1.24217545710038,1.29858847509199,0.023300509098102
"B.1.351 (beta)",18624.5,0.0841672099993034,0.011653640558307,NA,0.0613264942162464,0.10700792578236,"B.1.351 (beta)",2020-12-28,-0.0301013154323287,0.0540658945669746,0.0312251787839177,0.0769066103500316,NA,NA,NA,0.00121130372584106
"P.1 (gamma)",18624.5,0.184455652576549,0.0415425821565573,NA,0.103033687724901,0.265877617428198,"P.1 (gamma)",2020-12-28,-0.0301013154323287,0.154354337144221,0.0729323722925722,0.235776301995869,NA,NA,NA,1.1608785527819e-06
"C.37 (lambda)",18624.5,0.00974153843172516,0.113966398297244,NA,-0.21362849767862,0.23311157454207,"C.37 (lambda)",2020-12-28,-0.0301013154323287,-0.0203597770006036,-0.243729813110948,0.203010259109741,NA,NA,NA,4.15692267314641e-07
"B.1.617.2 (delta)",18624.5,-0.00120687226428792,0.0188740139432034,NA,-0.0381992598366733,0.0357855153080975,"B.1.617.2 (delta)",2020-12-28,-0.0301013154323287,-0.0313081876966167,-0.068300575269002,0.00568419987576873,NA,NA,NA,0.000817575746912174
"other",18624.5,-0.00209700844977609,6.77112104947725e-05,NA,-0.00222971998369545,-0.00196429691585672,"other",2020-12-28,-0.0301013154323287,-0.0321983238821048,-0.0323310354160242,-0.0320656123481855,0.855673319710489,0.855107084480132,0.856239787083094,0.974669034858325
"B.1.1.7 (alpha)",18625.5,0.0829295981514888,0.00261636959731584,NA,0.0778016079705042,0.0880575883324734,"B.1.1.7 (alpha)",2020-12-29,-0.0301256584073488,0.05280393974414,0.0476759495631554,0.0579319299251246,1.26762334904993,1.23989914271597,1.29572822673944,0.0253216465216458
"B.1.351 (beta)",18625.5,0.0836184339428939,0.011564272943656,NA,0.0609528754659371,0.106283992419851,"B.1.351 (beta)",2020-12-29,-0.0301256584073488,0.0534927755355451,0.0308272170585883,0.076158334012502,NA,NA,NA,0.00131736482113338
"P.1 (gamma)",18625.5,0.183568843699795,0.0413042937141628,NA,0.102613915613171,0.264523771786418,"P.1 (gamma)",2020-12-29,-0.0301256584073488,0.153443185292446,0.0724882572058227,0.234398113379069,NA,NA,NA,1.39552623946229e-06
"C.37 (lambda)",18625.5,0.00978684912460416,0.112509715888718,NA,-0.210728141928117,0.230301840177325,"C.37 (lambda)",2020-12-29,-0.0301256584073488,-0.0203388092827446,-0.240853800335466,0.200176181769977,NA,NA,NA,4.1976053640794e-07
"B.1.617.2 (delta)",18625.5,-0.00129051335675888,0.0187430797495083,NA,-0.0380262746251572,0.0354452479116395,"B.1.617.2 (delta)",2020-12-29,-0.0301256584073488,-0.0314161717641077,-0.068151933032506,0.00531958950429065,NA,NA,NA,0.000816547154362008
"other",18625.5,-0.00227165001569807,7.27470652206797e-05,NA,-0.00241423164351159,-0.00212906838788455,"other",2020-12-29,-0.0301256584073488,-0.0323973084230469,-0.0325398900508604,-0.0322547267952333,0.854824406870804,0.854216442440876,0.855432639193595,0.972542626216083
"B.1.1.7 (alpha)",18626.5,0.0824594109157746,0.00259123687285458,NA,0.0773806799695675,0.0875381418619818,"B.1.1.7 (alpha)",2020-12-30,-0.0300471328206516,0.0524122780951231,0.0473335471489159,0.0574910090413302,1.26549244948272,1.23806147070208,1.29329667149017,0.0275055235671758
"B.1.351 (beta)",18626.5,0.0830419837242227,0.0114714201051869,NA,0.0605584134665277,0.105525553981918,"B.1.351 (beta)",2020-12-30,-0.0300471328206516,0.0529948509035711,0.0305112806458761,0.0754784211612661,NA,NA,NA,0.00143190902036395
"P.1 (gamma)",18626.5,0.182641162440408,0.0410567136425392,NA,0.102171482377457,0.263110842503359,"P.1 (gamma)",2020-12-30,-0.0300471328206516,0.152594029619756,0.0721243495568054,0.233063709682708,NA,NA,NA,1.67608697172103e-06
"C.37 (lambda)",18626.5,0.00982768129591032,0.110996239608566,NA,-0.207720950756257,0.227376313348078,"C.37 (lambda)",2020-12-30,-0.0300471328206516,-0.0202194515247413,-0.237768083576909,0.197329180527426,NA,NA,NA,4.23886453779299e-07
"B.1.617.2 (delta)",18626.5,-0.00138366778984738,0.0186070880494904,NA,-0.0378528902240142,0.0350855546443194,"B.1.617.2 (delta)",2020-12-30,-0.0300471328206516,-0.031430800610499,-0.0679000230446658,0.00503842182366785,NA,NA,NA,0.00081544741347911
"other",18626.5,-0.00245935796274796,7.81459505103977e-05,NA,-0.00261252121128599,-0.00230619471420993,"other",2020-12-30,-0.0300471328206516,-0.0325064907833996,-0.0326596540319376,-0.0323533275348615,0.854358832042502,0.853705978858342,0.855011994317904,0.970245020025556
"B.1.1.7 (alpha)",18627.5,0.0819647651973593,0.00256501506759458,NA,0.0769374280450714,0.0869921023496473,"B.1.1.7 (alpha)",2020-12-31,-0.0298738896697382,0.0520908755276212,0.0470635383753332,0.0571182126799091,1.26374546420867,1.23661352517103,1.29124301018416,0.0298633741333984
"B.1.351 (beta)",18627.5,0.0824370819752426,0.0113750845587202,NA,0.0601423259190534,0.104731838031432,"B.1.351 (beta)",2020-12-31,-0.0298738896697382,0.0525631923055044,0.0302684362493152,0.0748579483616936,NA,NA,NA,0.00155549618607475
"P.1 (gamma)",18627.5,0.18167183143033,0.0407998437544758,NA,0.101705607096696,0.261638055763964,"P.1 (gamma)",2020-12-31,-0.0298738896697382,0.151797941760592,0.0718317174269581,0.231764166094226,NA,NA,NA,2.0111501456347e-06
"C.37 (lambda)",18627.5,0.00986325757759497,0.109425982525276,NA,-0.204607727144856,0.224334242300046,"C.37 (lambda)",2020-12-31,-0.0298738896697382,-0.0200106320921432,-0.234481616814594,0.194460352630308,NA,NA,NA,4.2806884735188e-07
"B.1.617.2 (delta)",18627.5,-0.00148711293160096,0.0184660467498236,NA,-0.037679899498088,0.0347056736348861,"B.1.617.2 (delta)",2020-12-31,-0.0298738896697382,-0.0313610026013391,-0.0675537891678262,0.00483178396514794,NA,NA,NA,0.000814268744602801
"other",18627.5,-0.00266090965896799,8.39227190730556e-05,NA,-0.00282539516583586,-0.00249642415210013,"other",2020-12-31,-0.0298738896697382,-0.0325347993287062,-0.032699284835574,-0.0323703138218383,0.85423814453935,0.853537104222246,0.854939541322525,0.967764421716931
"B.1.1.7 (alpha)",18628.5,0.0814448645965497,0.00253769040546145,NA,0.0764710827979324,0.086418646395167,"B.1.1.7 (alpha)",2021-01-01,-0.0296059289546097,0.05183893564194,0.0468651538433227,0.0568127174405573,1.26237708848459,1.23555033950023,1.28956160393067,0.0324069395694796
"B.1.351 (beta)",18628.5,0.0818029322962604,0.0112752695663235,NA,0.0597038100302858,0.103902054562235,"B.1.351 (beta)",2021-01-01,-0.0296059289546097,0.0521970033416507,0.0300978810756761,0.0742961256076253,NA,NA,NA,0.00168870622698123
"P.1 (gamma)",18628.5,0.180660054269863,0.0405336860486619,NA,0.101215489453832,0.260104619085894,"P.1 (gamma)",2021-01-01,-0.0296059289546097,0.151054125315254,0.0716095604992227,0.230498690131284,NA,NA,NA,2.41081327473221e-06
"C.37 (lambda)",18628.5,0.00989278156996855,0.107798959157845,NA,-0.201389295950312,0.221174859090249,"C.37 (lambda)",2021-01-01,-0.0296059289546097,-0.0197131473846412,-0.230995224904922,0.191568930135639,NA,NA,NA,4.32306138016079e-07
"B.1.617.2 (delta)",18628.5,-0.00160164518170844,0.0183199644090966,NA,-0.0375081156215933,0.0343048252581764,"B.1.617.2 (delta)",2021-01-01,-0.0296059289546097,-0.0312075741363181,-0.067114044576203,0.00469889630356672,NA,NA,NA,0.000813002795395157
"other",18628.5,-0.00287710150404716,9.00919028743359e-05,NA,-0.00305367838897953,-0.00270052461911478,"other",2021-01-01,-0.0296059289546097,-0.0324830304586569,-0.0326596073435892,-0.0323064535737245,0.85445885818249,0.853706177818764,0.855211949371716,0.965088508288731
"B.1.1.7 (alpha)",18629.5,0.0808988973465397,0.00250924974477786,NA,0.0759808582185587,0.0858169364745206,"B.1.1.7 (alpha)",2021-01-02,-0.0292432506752629,0.0516556466712768,0.0467376075432958,0.0565736857992577,1.26138215730726,1.23486709032749,1.28824695071243,0.0351484516738237
"B.1.351 (beta)",18629.5,0.0811387229204695,0.0111719792465589,NA,0.0592420459611851,0.103035399879754,"B.1.351 (beta)",2021-01-02,-0.0292432506752629,0.0518954722452066,0.0299987952859222,0.073792149204491,NA,NA,NA,0.00183213724616144
"P.1 (gamma)",18629.5,0.179605019192208,0.0402582427272,NA,0.100700313366025,0.258509725018392,"P.1 (gamma)",2021-01-02,-0.0292432506752629,0.150361768516945,0.0714570626907616,0.229266474343129,NA,NA,NA,2.8869228154732e-06
