"date","IC_capaciteit_totaal","kliniek_capaciteit_totaal","IC_bezetting_covid","IC_bezetting_covid_internationaal","IC_bezetting_ontlabeld","IC_bezetting_noncovid","kliniek_bezetting_covid","kliniek_bezetting_ontlabeld","kliniek_bezetting_noncovid","IC_opnames_covid","kliniek_opnames_covid","Kliniek_Bedden_Nederland","IC_Bedden_COVID_Nederland","Totaal_Bezetting","IC_Opnames_7d","Kliniek_Opnames_7d","Totaal_opnames","Totaal_opnames_7d","Totaal_IC","IC_opnames_14d","Kliniek_opnames_14d","OMT_Check_IC","OMT_Check_Kliniek","Kliniek_Bedden_7d","IC_Bedden_7d","Totaal_Bedden_7d","IC_Bedden_14d","Kliniek_Bedden_14d","Totaal_Bedden_14d","OMT_Check_IC_Bezetting","OMT_Check_Kliniek_Bezetting","OMT_Check_Totaal_Bezetting"
2021-10-18,948,15538,121,0,25,585,378,86,13241,12,51,464,146,610,12.4285714285714,56.5714285714286,63,69,146,10.4285714285714,48.7142857142857,119.2,116.1,406.285714285714,139.714285714286,546,131.285714285714,347,478.285714285714,106.4,117.1,114.2
2021-10-17,944,15465,118,0,24,568,325,86,12944,13,55,411,142,553,12.7142857142857,54.7142857142857,68,67.4285714285714,142,9.85714285714286,47.2857142857143,129,115.7,391.285714285714,138.571428571429,529.857142857143,129.857142857143,342.285714285714,472.142857142857,106.7,114.3,112.2
2021-10-16,958,16044,115,0,23,612,320,88,13498,16,60,408,138,546,12.1428571428571,53.7142857142857,76,65.8571428571429,138,9.57142857142857,45.5714285714286,126.9,117.9,382.428571428571,136.857142857143,519.285714285714,130,338,468,105.3,113.1,111
2021-10-15,968,16218,114,0,23,632,315,91,14285,11,62,406,137,543,10.7142857142857,53.5714285714286,73,64.2857142857143,137,10,42.1428571428571,107.1,127.1,373.142857142857,135.285714285714,508.428571428571,130.142857142857,331,461.142857142857,104,112.7,110.3
2021-10-14,961,15966,115,0,25,637,303,91,14183,16,53,394,140,534,10,51.2857142857143,69,61.2857142857143,140,10.1428571428571,42,98.6,122.1,363.571428571429,134.285714285714,497.857142857143,130.428571428571,326.142857142857,456.571428571429,103,111.5,109
2021-10-13,968,16141,111,0,26,632,299,88,14253,9,56,387,137,524,9,49.7142857142857,65,58.7142857142857,137,10,41,90,121.3,356,132.571428571429,488.571428571429,132.142857142857,322.571428571429,454.714285714286,100.3,110.4,107.4
2021-10-12,966,16278,113,0,25,634,285,89,14472,10,59,374,138,512,9.42857142857143,47.8571428571429,69,57.2857142857143,138,9.28571428571429,40.2857142857143,101.5,118.8,350.285714285714,132.142857142857,482.428571428571,133.428571428571,317.714285714286,451.142857142857,99,110.3,106.9
2021-10-11,956,15671,109,0,29,583,263,96,12871,14,38,359,138,497,10.4285714285714,48.7142857142857,52,59.1428571428571,138,7.28571428571429,36.5714285714286,143.1,133.2,347,131.285714285714,478.285714285714,136.571428571429,313.428571428571,450,96.1,110.7,106.3
2021-10-10,937,15072,103,0,27,553,264,85,12437,9,48,349,130,479,9.85714285714286,47.2857142857143,57,57.1428571428571,130,6.71428571428571,35.7142857142857,146.8,132.4,342.285714285714,129.857142857143,472.142857142857,141.714285714286,312.571428571429,454.285714285714,91.6,109.5,103.9
2021-10-09,966,15685,98,0,29,622,257,86,13408,6,59,343,127,470,9.57142857142857,45.5714285714286,65,55.1428571428571,127,7,34.7142857142857,136.7,131.3,338,130,468,147.142857142857,310.428571428571,457.571428571429,88.3,108.9,102.3
2021-10-08,963,16042,102,0,28,666,246,93,14128,6,46,339,130,469,10,42.1428571428571,52,52.1428571428571,130,6.85714285714286,34.2857142857143,145.8,122.9,331,130.142857142857,461.142857142857,153.571428571429,310.857142857143,464.428571428571,84.7,106.5,99.3
2021-10-07,971,15892,100,0,28,666,249,92,14129,9,42,341,128,469,10.1428571428571,42,51,52.1428571428571,128,7.42857142857143,33.7142857142857,136.5,124.6,326.142857142857,130.428571428571,456.571428571429,159.714285714286,312.428571428571,472.142857142857,81.7,104.4,96.7
2021-10-06,969,16286,100,0,34,661,247,100,14254,12,43,347,134,481,10,41,55,51,134,7.28571428571429,34.2857142857143,137.3,119.6,322.571428571429,132.142857142857,454.714285714286,165.857142857143,314.428571428571,480.285714285714,79.7,102.6,94.7
2021-10-05,974,15872,103,0,29,663,253,98,13843,17,65,351,132,483,9.28571428571429,40.2857142857143,82,49.5714285714286,132,8.85714285714286,32.1428571428571,104.8,125.3,317.714285714286,133.428571428571,451.142857142857,172,319.142857142857,491.142857142857,77.6,99.6,91.9
2021-10-04,943,15249,101,0,27,575,230,96,12682,10,28,326,128,454,7.28571428571429,36.5714285714286,38,43.8571428571429,128,10,33,72.9,110.8,313.428571428571,136.571428571429,450,178.571428571429,327.285714285714,505.857142857143,76.5,95.8,89
2021-10-03,940,14905,104,0,27,573,224,95,12273,7,36,319,131,450,6.71428571428571,35.7142857142857,43,42.4285714285714,131,10.7142857142857,34.1428571428571,62.7,104.6,312.571428571429,141.714285714286,454.285714285714,183.428571428571,334,517.428571428571,77.3,93.6,87.8
2021-10-02,964,15360,102,0,26,587,198,96,12994,9,35,294,128,422,7,34.7142857142857,44,41.7142857142857,128,10.5714285714286,34.5714285714286,66.2,100.4,310.428571428571,147.142857142857,457.571428571429,187.142857142857,342.571428571429,529.714285714286,78.6,90.6,86.4
2021-10-01,963,15805,108,0,24,629,209,96,13962,7,45,305,132,437,6.85714285714286,34.2857142857143,52,41.1428571428571,132,10.2857142857143,37.1428571428571,66.7,92.3,310.857142857143,153.571428571429,464.428571428571,189.857142857143,351.428571428571,541.285714285714,80.9,88.5,85.8
2021-09-30,963,15975,113,0,27,622,215,101,14091,8,35,316,140,456,7.42857142857143,33.7142857142857,43,41.1428571428571,140,10.1428571428571,38.5714285714286,73.2,87.4,312.428571428571,159.714285714286,472.142857142857,192.571428571429,359.428571428571,552,82.9,86.9,85.5
2021-09-29,954,15827,113,0,30,594,212,101,14004,7,38,313,143,456,7.28571428571429,34.2857142857143,45,41.5714285714286,143,11.2857142857143,40,64.6,85.7,314.428571428571,165.857142857143,480.285714285714,195.285714285714,366.285714285714,561.571428571429,84.9,85.8,85.5
2021-09-28,962,15717,124,0,30,614,215,106,13839,3,39,321,154,475,8.85714285714286,32.1428571428571,42,41,154,10.4285714285714,43.1428571428571,84.9,74.5,319.142857142857,172,491.142857142857,197.285714285714,374,571.285714285714,87.2,85.3,86
2021-09-27,948,15322,133,0,31,569,211,109,12850,6,22,320,164,484,10,33,28,43,164,9.85714285714286,44,101.4,75,327.285714285714,178.571428571429,505.857142857143,197.714285714286,381.714285714286,579.428571428571,90.3,85.7,87.3
2021-09-26,936,14702,138,0,31,541,202,102,12056,9,29,304,169,473,10.7142857142857,34.1428571428571,38,44.8571428571429,169,9.71428571428571,45.5714285714286,110.3,74.9,334,183.428571428571,517.428571428571,199.142857142857,393.571428571429,592.714285714286,92.1,84.9,87.3
2021-09-25,946,14811,137,0,36,576,198,99,12546,8,32,297,173,470,10.5714285714286,34.5714285714286,40,45.1428571428571,173,9.57142857142857,48.4285714285714,110.4,71.4,342.571428571429,187.142857142857,529.714285714286,200.571428571429,403.714285714286,604.285714285714,93.3,84.9,87.7
2021-09-24,954,15376,147,0,28,612,205,111,13460,11,41,316,175,491,10.2857142857143,37.1428571428571,52,47.4285714285714,175,11.2857142857143,49.5714285714286,91.1,74.9,351.428571428571,189.857142857143,541.285714285714,203,415.142857142857,618.142857142857,93.5,84.7,87.6
2021-09-23,955,15258,146,0,37,592,220,110,13563,7,39,330,183,513,10.1428571428571,38.5714285714286,46,48.7142857142857,183,11.5714285714286,50.8571428571429,87.7,75.8,359.428571428571,192.571428571429,552,205.428571428571,428,633.428571428571,93.7,84,87.1
2021-09-22,949,15203,149,0,37,589,233,113,13440,18,23,346,186,532,11.2857142857143,40,41,51.2857142857143,186,11.7142857142857,53.5714285714286,96.3,74.7,366.285714285714,195.285714285714,561.571428571429,207.142857142857,437.285714285714,644.428571428571,94.3,83.8,87.1
2021-09-21,949,15003,165,0,35,578,278,100,12650,11,45,378,200,578,10.4285714285714,43.1428571428571,56,53.5714285714286,200,13.1428571428571,55.5714285714286,79.3,77.6,374,197.285714285714,571.285714285714,209.857142857143,444.714285714286,654.571428571429,94,84.1,87.3
2021-09-20,942,14680,161,0,37,525,269,98,12390,11,30,367,198,565,9.85714285714286,44,41,53.8571428571429,198,13.4285714285714,55.7142857142857,73.4,79,381.714285714286,197.714285714286,579.428571428571,211.571428571429,449.142857142857,660.714285714286,93.5,85,87.7
2021-09-19,932,14400,160,0,35,503,272,92,11563,8,32,364,195,559,9.71428571428571,45.5714285714286,40,55.2857142857143,195,14.4285714285714,55.2857142857143,67.3,82.4,393.571428571429,199.142857142857,592.714285714286,213.285714285714,450.857142857143,664.142857142857,93.4,87.3,89.2
2021-09-18,933,14677,156,0,36,548,266,93,12472,6,50,359,192,551,9.57142857142857,48.4285714285714,56,58,192,14.7142857142857,57.4285714285714,65,84.3,403.714285714286,200.571428571429,604.285714285714,214.428571428571,455.428571428571,669.857142857143,93.5,88.6,90.2
2021-09-17,943,15440,154,0,40,570,275,97,13730,10,51,372,194,566,11.2857142857143,49.5714285714286,61,60.8571428571429,194,13.5714285714286,59.8571428571429,83.2,82.8,415.142857142857,203,618.142857142857,214.857142857143,455.857142857143,670.714285714286,94.5,91.1,92.2
2021-09-16,955,15642,161,0,41,565,272,106,13945,15,49,378,202,580,11.5714285714286,50.8571428571429,64,62.4285714285714,202,13.7142857142857,59.7142857142857,84.4,85.2,428,205.428571428571,633.428571428571,215.571428571429,452.571428571429,668.142857142857,95.3,94.6,94.8
2021-09-15,925,15445,157,0,43,575,295,105,13756,12,45,400,200,600,11.7142857142857,53.5714285714286,57,65.2857142857143,200,14,59.8571428571429,83.7,89.5,437.285714285714,207.142857142857,644.428571428571,214.857142857143,452.428571428571,667.285714285714,96.4,96.7,96.6
2021-09-14,935,15480,171,0,32,556,323,109,13780,7,51,432,203,635,13.1428571428571,55.5714285714286,58,68.7142857142857,203,12.1428571428571,60.8571428571429,108.2,91.3,444.714285714286,209.857142857143,654.571428571429,213.142857142857,450.142857142857,663.285714285714,98.5,98.8,98.7
2021-09-13,935,15101,174,0,34,504,342,108,13012,10,41,450,208,658,13.4285714285714,55.7142857142857,51,69.1428571428571,208,12,62.7142857142857,111.9,88.8,449.142857142857,211.571428571429,660.714285714286,212.714285714286,449.571428571429,662.285714285714,99.5,99.9,99.8
2021-09-12,913,14599,173,0,32,476,335,100,12227,7,52,435,205,640,14.4285714285714,55.2857142857143,59,69.7142857142857,205,11.4285714285714,64.5714285714286,126.2,85.6,450.857142857143,213.285714285714,664.142857142857,212.714285714286,450.571428571429,663.285714285714,100.3,100.1,100.1
2021-09-11,926,15095,179,0,30,513,337,102,13005,18,58,439,209,648,14.7142857142857,57.4285714285714,76,72.1428571428571,209,12.2857142857143,63.4285714285714,119.8,90.5,455.428571428571,214.428571428571,669.857142857143,214.285714285714,443.571428571429,657.857142857143,100.1,102.7,101.8
2021-09-10,932,15457,180,0,31,558,359,103,13754,12,60,462,211,673,13.5714285714286,59.8571428571429,72,73.4285714285714,211,14,63.8571428571429,96.9,93.7,455.857142857143,214.857142857143,670.714285714286,216,440.571428571429,656.571428571429,99.5,103.5,102.2
2021-09-09,941,15270,182,0,32,562,347,96,13665,16,68,443,214,657,13.7142857142857,59.7142857142857,84,73.4285714285714,214,14.5714285714286,64,94.1,93.3,452.571428571429,215.571428571429,668.142857142857,216.857142857143,440.285714285714,657.142857142857,99.4,102.8,101.7
2021-09-08,939,15141,185,0,34,553,346,106,13436,22,59,452,219,671,14,59.8571428571429,81,73.8571428571429,219,13.5714285714286,62.8571428571429,103.2,95.2,452.428571428571,214.857142857143,667.285714285714,218.142857142857,440,658.142857142857,98.5,102.8,101.4
2021-09-07,941,15306,176,0,39,545,360,103,13399,9,52,463,215,678,12.1428571428571,60.8571428571429,61,73,215,15,61.4285714285714,81,99.1,450.142857142857,213.142857142857,663.285714285714,221.142857142857,441.428571428571,662.571428571429,96.4,102,100.1
2021-09-06,935,15007,184,0,36,503,362,100,12565,17,38,462,220,682,12,62.7142857142857,55,74.7142857142857,220,16.7142857142857,62,71.8,101.2,449.571428571429,212.714285714286,662.285714285714,223.714285714286,441.714285714286,665.428571428571,95.1,101.8,99.5
2021-09-05,914,14274,176,0,37,485,371,96,11859,9,67,467,213,680,11.4285714285714,64.5714285714286,76,76,213,16.5714285714286,63.1428571428571,69,102.3,450.571428571429,212.714285714286,663.285714285714,224.285714285714,439.571428571429,663.857142857143,94.8,102.5,99.9
2021-09-04,926,14520,173,0,39,534,349,93,12333,10,75,442,212,654,12.2857142857143,63.4285714285714,85,75.7142857142857,212,15.8571428571429,63.1428571428571,77.5,100.5,443.571428571429,214.285714285714,657.857142857143,223.571428571429,442.857142857143,666.428571428571,95.8,100.2,98.7
2021-09-03,937,14906,176,0,40,569,348,91,13146,13,59,439,216,655,14,63.8571428571429,72,77.8571428571429,216,14.7142857142857,60.1428571428571,95.1,106.2,440.571428571429,216,656.571428571429,222.714285714286,445.428571428571,668.142857142857,97,98.9,98.3
2021-09-02,939,14978,172,0,37,557,350,92,13087,18,69,442,209,651,14.5714285714286,64,87,78.5714285714286,209,15.2857142857143,61.7142857142857,95.3,103.7,440.285714285714,216.857142857143,657.142857142857,221.714285714286,447.571428571429,669.285714285714,97.8,98.4,98.2
2021-09-01,944,14879,173,0,34,542,338,98,13072,9,66,436,207,643,13.5714285714286,62.8571428571429,75,76.4285714285714,207,15.7142857142857,60.7142857142857,86.4,103.5,440,218.142857142857,658.142857142857,222,449.285714285714,671.285714285714,98.3,97.9,98
2021-08-31,932,14899,180,0,32,538,365,94,13070,8,65,459,212,671,15,61.4285714285714,73,76.4285714285714,212,15,61.1428571428571,100,100.5,441.428571428571,221.142857142857,662.571428571429,219.714285714286,452.571428571429,672.285714285714,100.7,97.5,98.6
2021-08-30,914,14697,189,0,31,480,370,99,12239,13,51,469,220,689,16.7142857142857,62,64,78.7142857142857,220,13.4285714285714,61.5714285714286,124.5,100.7,441.714285714286,223.714285714286,665.428571428571,215.142857142857,456.428571428571,671.571428571429,104,96.8,99.1
2021-08-29,918,13590,192,0,32,454,338,80,11039,15,59,418,224,642,16.5714285714286,63.1428571428571,74,79.7142857142857,224,13.1428571428571,62.7142857142857,126.1,100.7,439.571428571429,224.285714285714,663.857142857143,211.571428571429,463.571428571429,675.142857142857,106,94.8,98.3
2021-08-28,924,14478,192,0,32,494,331,90,12166,22,78,421,224,645,15.8571428571429,63.1428571428571,100,79,224,13.5714285714286,62.4285714285714,116.8,101.1,442.857142857143,223.571428571429,666.428571428571,208.857142857143,467.857142857143,676.714285714286,107,94.7,98.5
2021-08-27,914,14701,192,0,30,526,340,97,12699,17,60,437,222,659,14.7142857142857,60.1428571428571,77,74.8571428571429,222,13.4285714285714,65.7142857142857,109.6,91.5,445.428571428571,222.714285714286,668.142857142857,206,470,676,108.1,94.8,98.8
2021-08-26,919,14728,192,0,26,541,337,103,12142,11,61,440,218,658,15.2857142857143,61.7142857142857,72,77,218,12.2857142857143,66,124.4,93.5,447.571428571429,221.714285714286,669.285714285714,203.285714285714,469.714285714286,673,109.1,95.3,99.4
2021-08-25,913,14578,198,0,30,529,342,104,12548,19,56,446,228,674,15.7142857142857,60.7142857142857,75,76.4285714285714,228,13,66.2857142857143,120.9,91.6,449.285714285714,222,671.285714285714,201.857142857143,467.857142857143,669.714285714286,110,96,100.2
2021-08-24,912,14563,200,0,30,518,358,103,12745,20,69,461,230,691,15,61.1428571428571,89,76.1428571428571,230,13.8571428571429,66.1428571428571,108.2,92.4,452.571428571429,219.714285714286,672.285714285714,201.571428571429,464.571428571429,666.142857142857,109,97.4,100.9
2021-08-23,899,14138,193,0,31,486,371,83,11575,12,59,454,224,678,13.4285714285714,61.5714285714286,71,75,224,15,65.5714285714286,89.5,93.9,456.428571428571,215.142857142857,671.571428571429,203.857142857143,462.285714285714,666.142857142857,105.5,98.7,100.8
2021-08-22,884,13591,190,0,29,454,355,86,10914,10,59,441,219,660,13.1428571428571,62.7142857142857,69,75.8571428571429,219,16.2857142857143,63.4285714285714,80.7,98.9,463.571428571429,211.571428571429,675.142857142857,205.714285714286,458.571428571429,664.285714285714,102.8,101.1,101.6
2021-08-21,897,13851,190,0,28,491,348,91,11067,14,57,439,218,657,13.5714285714286,62.4285714285714,71,76,218,17,63.8571428571429,79.8,97.8,467.857142857143,208.857142857143,676.714285714286,205.714285714286,458.857142857143,664.571428571429,101.5,102,101.8
2021-08-20,894,14293,187,0,28,523,368,84,12278,21,71,452,215,667,13.4285714285714,65.7142857142857,92,79.1428571428571,215,17.5714285714286,63.1428571428571,76.4,104.1,470,206,676,206.142857142857,461.857142857143,668,99.9,101.8,101.2
2021-08-19,896,14227,186,0,34,520,366,86,12278,14,54,452,220,672,12.2857142857143,66,68,78.2857142857143,220,19.1428571428571,62.1428571428571,64.2,106.2,469.714285714286,203.285714285714,673,207.571428571429,465.142857142857,672.714285714286,97.9,101,100
2021-08-18,889,14399,184,0,28,521,382,87,12336,14,59,469,212,681,13,66.2857142857143,73,79.2857142857143,212,19.8571428571429,64.5714285714286,65.5,102.7,467.857142857143,201.857142857143,669.714285714286,206,470.142857142857,676.142857142857,98,99.5,99
2021-08-17,893,14108,175,0,23,529,396,92,12176,9,72,488,198,686,13.8571428571429,66.1428571428571,81,80,198,18.8571428571429,64.4285714285714,73.5,102.7,464.571428571429,201.571428571429,666.142857142857,203.428571428571,473.571428571429,677,99.1,98.1,98.4
2021-08-16,889,14004,177,0,22,496,396,108,11803,10,67,504,199,703,15,65.5714285714286,77,80.5714285714286,199,17.8571428571429,67.4285714285714,84,97.2,462.285714285714,203.857142857143,666.142857142857,201.285714285714,480.428571428571,681.714285714286,101.3,96.2,97.7
2021-08-15,875,13829,177,0,23,472,390,81,11375,13,57,471,200,671,16.2857142857143,63.4285714285714,70,79.7142857142857,200,18.1428571428571,68.5714285714286,89.8,92.5,458.571428571429,205.714285714286,664.285714285714,199.142857142857,486.714285714286,685.857142857143,103.3,94.2,96.9
2021-08-14,887,14081,173,0,25,495,366,88,11728,13,80,454,198,652,17,63.8571428571429,93,80.8571428571429,198,18.2857142857143,68.8571428571429,93,92.7,458.857142857143,205.714285714286,664.571428571429,197.285714285714,490,687.285714285714,104.3,93.6,96.7
2021-08-13,890,14460,172,0,24,533,359,91,11881,13,73,450,196,646,17.5714285714286,63.1428571428571,86,80.7142857142857,196,17.7142857142857,70.2857142857143,99.2,89.8,461.857142857143,206.142857142857,668,194.428571428571,491.571428571429,686,106,94,97.4
2021-08-12,888,14346,188,0,22,530,344,95,12368,19,56,439,210,649,19.1428571428571,62.1428571428571,75,81.2857142857143,210,16.2857142857143,71.4285714285714,117.5,87,465.142857142857,207.571428571429,672.714285714286,190.142857142857,491.857142857143,682,109.2,94.6,98.6
2021-08-11,905,14384,191,0,19,532,350,96,12296,20,58,446,210,656,19.8571428571429,64.5714285714286,78,84.4285714285714,210,16.2857142857143,72.5714285714286,121.9,89,470.142857142857,206,676.142857142857,187,491.428571428571,678.428571428571,110.2,95.7,99.7
2021-08-10,927,14497,194,0,20,506,373,99,12072,17,68,472,214,686,18.8571428571429,64.4285714285714,85,83.2857142857143,214,17.8571428571429,78,105.6,82.6,473.571428571429,203.428571428571,677,183,490.714285714286,673.714285714286,111.2,96.5,100.5
2021-08-09,889,14173,190,0,22,469,392,86,11778,19,52,478,212,690,17.8571428571429,67.4285714285714,71,85.2857142857143,212,18.8571428571429,79.5714285714286,94.7,84.7,480.428571428571,201.285714285714,681.714285714286,177.285714285714,481.714285714286,659,113.5,99.7,103.4
2021-08-08,891,13866,180,0,20,470,388,85,11180,18,60,473,200,673,18.1428571428571,68.5714285714286,78,86.7142857142857,200,18.2857142857143,81.7142857142857,99.2,83.9,486.714285714286,199.142857142857,685.857142857143,169.142857142857,469.571428571429,638.714285714286,117.7,103.7,107.4
2021-08-07,893,14013,180,0,21,510,388,87,11612,17,75,475,201,676,18.2857142857143,68.8571428571429,92,87.1428571428571,201,17.8571428571429,83,102.4,83,490,197.285714285714,687.285714285714,161.571428571429,455.714285714286,617.285714285714,122.1,107.5,111.3
2021-08-06,904,14158,184,0,22,536,393,80,11692,24,66,473,206,679,17.7142857142857,70.2857142857143,90,88,206,18.4285714285714,81.1428571428571,96.1,86.6,491.571428571429,194.428571428571,686,152.285714285714,441.714285714286,594,127.7,111.3,115.5
2021-08-05,910,14262,178,0,21,526,395,79,12400,24,73,474,199,673,16.2857142857143,71.4285714285714,97,87.7142857142857,199,17.4285714285714,81.5714285714286,93.4,87.6,491.857142857143,190.142857142857,682,142.428571428571,426.714285714286,569.142857142857,133.5,115.3,119.8
2021-08-04,909,14400,169,0,23,543,400,70,12508,13,57,470,192,662,16.2857142857143,72.5714285714286,70,88.8571428571429,192,15.5714285714286,78.7142857142857,104.6,92.2,491.428571428571,187,678.428571428571,132.428571428571,406.428571428571,538.857142857143,141.2,120.9,125.9
2021-08-03,924,14313,173,0,26,547,438,82,12426,10,89,520,199,719,17.8571428571429,78,99,95.8571428571429,199,14,74.4285714285714,127.6,104.8,490.714285714286,183,673.714285714286,124.142857142857,386,510.142857142857,147.4,127.1,132.1
2021-08-02,928,14319,174,0,23,502,443,79,12022,21,60,522,197,719,18.8571428571429,79.5714285714286,81,98.4285714285714,197,14.4285714285714,71,130.7,112.1,481.714285714286,177.285714285714,659,115.714285714286,365.714285714286,481.428571428571,153.2,131.7,136.9
2021-08-01,915,13680,162,0,25,496,434,62,11257,19,62,496,187,683,18.2857142857143,81.7142857142857,81,100,187,13.2857142857143,68,137.6,120.2,469.571428571429,169.142857142857,638.714285714286,107.714285714286,342.857142857143,450.571428571429,157,137,141.8
2021-07-31,929,14000,155,0,26,520,425,61,11646,13,85,486,181,667,17.8571428571429,83,98,100.857142857143,181,11.2857142857143,63.8571428571429,158.2,130,455.714285714286,161.571428571429,617.285714285714,99.2857142857143,319.142857142857,418.428571428571,162.7,142.8,147.5
2021-07-30,944,14623,152,0,24,531,417,58,12194,14,74,475,176,651,18.4285714285714,81.1428571428571,88,99.5714285714286,176,9.57142857142857,60.7142857142857,192.5,133.6,441.714285714286,152.285714285714,594,93.7142857142857,293.285714285714,387,162.5,150.6,153.5
2021-07-29,954,14628,144,0,33,559,416,55,12757,24,81,471,177,648,17.4285714285714,81.5714285714286,105,99,177,9.28571428571429,56.7142857142857,187.7,143.8,426.714285714286,142.428571428571,569.142857142857,89.1428571428571,267.571428571429,356.714285714286,159.8,159.5,159.6
2021-07-28,937,14582,135,0,29,555,422,43,12787,24,95,465,164,629,15.5714285714286,78.7142857142857,119,94.2857142857143,164,8.14285714285714,53,191.2,148.5,406.428571428571,132.428571428571,538.857142857143,84.1428571428571,243.142857142857,327.285714285714,157.4,167.2,164.6
2021-07-27,944,14727,125,0,34,543,415,42,12989,17,100,457,159,616,14,74.4285714285714,117,88.4285714285714,159,6.71428571428571,46.2857142857143,208.5,160.8,386,124.142857142857,510.142857142857,79.5714285714286,216.857142857143,296.428571428571,156,178,172.1
2021-07-26,978,14622,109,0,31,527,382,55,12127,17,75,437,140,577,14.4285714285714,71,92,85.4285714285714,140,4.14285714285714,37.7142857142857,348.3,188.3,365.714285714286,115.714285714286,481.428571428571,76,190.285714285714,266.285714285714,152.3,192.2,180.8
2021-07-25,972,14334,103,0,31,531,339,60,11875,16,71,399,134,533,13.2857142857143,68,87,81.2857142857143,134,3.28571428571429,31.7142857142857,404.3,214.4,342.857142857143,107.714285714286,450.571428571429,76,169.142857142857,245.142857142857,141.7,202.7,183.8
2021-07-24,979,14295,84,0,32,546,327,61,12028,17,72,388,116,504,11.2857142857143,63.8571428571429,89,75.1428571428571,116,3.57142857142857,27,316,236.5,319.142857142857,99.2857142857143,418.428571428571,77.8571428571429,152.714285714286,230.571428571429,127.5,209,181.5
2021-07-23,994,14992,74,0,33,578,306,64,13011,7,77,370,107,477,9.57142857142857,60.7142857142857,84,70.2857142857143,107,3,21.5714285714286,319,281.5,293.285714285714,93.7142857142857,387,78.5714285714286,140.714285714286,219.285714285714,119.3,208.4,176.5
2021-07-22,983,15015,73,0,34,581,267,62,13145,11,61,329,107,436,9.28571428571429,56.7142857142857,72,66,107,2.42857142857143,16.5714285714286,382.4,342.2,267.571428571429,89.1428571428571,356.714285714286,80.1428571428571,130.714285714286,210.857142857143,111.2,204.7,169.2
2021-07-21,990,14919,71,0,35,573,262,60,13225,13,65,322,106,428,8.14285714285714,53,78,61.1428571428571,106,2.14285714285714,12.8571428571429,380,412.2,243.142857142857,84.1428571428571,327.285714285714,82.7142857142857,123.285714285714,206,101.7,197.2,158.9
2021-07-20,985,14907,62,0,38,543,246,69,12775,20,76,315,100,415,6.71428571428571,46.2857142857143,96,53,100,1.71428571428571,11.4285714285714,391.7,405,216.857142857143,79.5714285714286,296.428571428571,87,118.142857142857,205.142857142857,91.5,183.6,144.5
2021-07-19,983,14772,47,0,37,527,204,73,12443,9,54,277,84,361,4.14285714285714,37.7142857142857,63,41.8571428571429,84,1.71428571428571,10.2857142857143,241.7,366.7,190.285714285714,76,266.285714285714,91,115.285714285714,206.285714285714,83.5,165.1,129.1
2021-07-18,973,13940,39,0,36,533,171,62,11668,2,42,233,75,308,3.28571428571429,31.7142857142857,44,35,75,1.71428571428571,9.71428571428571,191.7,326.5,169.142857142857,76,245.142857142857,94.7142857142857,114.857142857143,209.571428571429,80.2,147.3,117
2021-07-17,989,14453,39,0,38,572,140,67,12122,5,50,207,77,284,3.57142857142857,27,55,30.5714285714286,77,1.14285714285714,9,312.5,300,152.714285714286,77.8571428571429,230.571428571429,96.2857142857143,116,212.285714285714,80.9,131.7,108.6
2021-07-16,1016,15013,31,0,44,597,132,58,12704,5,49,190,75,265,3,21.5714285714286,54,24.5714285714286,75,1,8.42857142857143,300,255.9,140.714285714286,78.5714285714286,219.285714285714,99.1428571428571,116.714285714286,215.857142857143,79.3,120.6,101.6
2021-07-15,1014,14995,32,0,40,613,96,62,13284,3,35,158,72,230,2.42857142857143,16.5714285714286,38,19,72,0.857142857142857,8,283.3,207.1,130.714285714286,80.1428571428571,210.857142857143,102.285714285714,119.571428571429,221.857142857143,78.4,109.3,95
2021-07-14,1012,15233,34,0,40,591,73,65,13294,3,18,138,74,212,2.14285714285714,12.8571428571429,21,15,74,0.857142857142857,8,250,160.7,123.285714285714,82.7142857142857,206,106.428571428571,127.142857142857,233.571428571429,77.7,97,88.2
2021-07-13,1019,15459,30,0,45,584,65,64,13443,2,16,129,75,204,1.71428571428571,11.4285714285714,18,13.1428571428571,75,0.857142857142857,8.42857142857143,200,135.6,118.142857142857,87,205.142857142857,109.857142857143,136.571428571429,246.428571428571,79.2,86.5,83.2
2021-07-12,1022,14355,37,0,47,535,64,65,12264,3,12,129,84,213,1.71428571428571,10.2857142857143,15,12,84,0.571428571428571,9,300,114.3,115.285714285714,91,206.285714285714,113.285714285714,147,260.285714285714,80.3,78.4,79.3
2021-07-11,1013,14655,38,0,50,561,52,66,11963,4,9,118,88,206,1.71428571428571,9.71428571428571,13,11.4285714285714,88,0.714285714285714,9,240,107.9,114.857142857143,94.7142857142857,209.571428571429,117.857142857143,156,273.857142857143,80.4,73.6,76.5
2021-07-10,1033,14908,32,0,50,614,52,71,12666,1,12,123,82,205,1.14285714285714,9,13,10.1428571428571,82,1.14285714285714,10.1428571428571,100,88.7,116,96.2857142857143,212.285714285714,123.857142857143,167.142857142857,291,77.7,69.4,73
