"date","IC_capaciteit_totaal","kliniek_capaciteit_totaal","IC_bezetting_covid","IC_bezetting_covid_internationaal","IC_bezetting_ontlabeld","IC_bezetting_noncovid","kliniek_bezetting_covid","kliniek_bezetting_ontlabeld","kliniek_bezetting_noncovid","IC_opnames_covid","kliniek_opnames_covid","Kliniek_Bedden_Nederland","IC_Bedden_COVID_Nederland","Totaal_Bezetting","IC_Opnames_7d","Kliniek_Opnames_7d","Totaal_opnames","Totaal_opnames_7d","Totaal_IC","IC_opnames_14d","Kliniek_opnames_14d","OMT_Check_IC","OMT_Check_Kliniek","Kliniek_Bedden_7d","IC_Bedden_7d","Totaal_Bedden_7d","IC_Bedden_14d","Kliniek_Bedden_14d","Totaal_Bedden_14d","OMT_Check_IC_Bezetting","OMT_Check_Kliniek_Bezetting","OMT_Check_Totaal_Bezetting"
2022-05-06,995,14871,28,0,13,612,338,289,12646,2,51,627,41,668,4.25,55,53,59.25,41,4.5,71.75,94.4,76.7,694,51,745,72,852.25,924.25,70.8,81.4,80.6
2022-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,57.5,NA,62,NA,5.75,78,78.3,73.7,734,57,791,76.5,897,973.5,74.5,81.8,81.3
2022-05-04,997,15336,34,0,15,616,335,307,13225,6,42,642,49,691,4.4,57,48,61.4,49,6.5,87.75,67.7,65,747.2,58.8,806,79.75,952,1031.75,73.7,78.5,78.1
2022-05-03,1001,15348,40,0,16,632,391,331,13154,3,60,722,56,778,4,60.75,63,64.75,56,6.4,94,62.5,64.6,773.5,61.25,834.75,79.2,971.4,1050.6,77.3,79.6,79.5
2022-05-02,1002,14939,41,0,17,601,430,355,12352,6,67,785,58,843,4.25,68.25,73,72.5,58,6.6,95.2,64.4,71.7,819.5,66.25,885.75,81,1006.2,1087.2,81.8,81.4,81.5
2022-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,71.75,NA,76.25,NA,6.5,98.75,69.2,72.7,852.25,72,924.25,81,1028.75,1109.75,88.9,82.8,83.3
2022-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,71.75,NA,76.25,NA,6.5,98.75,69.2,72.7,852.25,72,924.25,81,1028.75,1109.75,88.9,82.8,83.3
2022-04-29,996,15103,41,0,24,651,440,347,12949,3,61,787,65,852,4.5,71.75,64,76.25,65,6.5,98.75,69.2,72.7,852.25,72,924.25,81,1028.75,1109.75,88.9,82.8,83.3
2022-04-28,1000,15256,44,0,22,609,440,360,12714,4,55,800,66,866,5.75,78,59,83.75,66,7.25,109.75,79.3,71.1,897,76.5,973.5,85.5,1071.5,1157,89.5,83.7,84.1
2022-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,87.75,NA,94.25,NA,7.5,118.75,86.7,73.9,952,79.75,1031.75,89.25,1119.75,1209,89.4,85,85.3
2022-04-26,1016,15584,49,0,27,654,497,409,13477,4,90,906,76,982,6.4,94,94,100.4,76,7.5,123.75,85.3,76,971.4,79.2,1050.6,92.25,1175.75,1268,85.9,82.6,82.9
2022-04-25,1011,15233,54,0,27,612,534,382,12710,7,81,916,81,997,6.6,95.2,88,101.8,81,8,137.75,82.5,69.1,1006.2,81,1087.2,94.5,1238,1332.5,85.7,81.3,81.6
2022-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,98.75,NA,105.25,NA,7.2,130,90.3,76,1028.75,81,1109.75,92.8,1268,1360.8,87.3,81.1,81.6
2022-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,98.75,NA,105.25,NA,6.33333333333333,125.666666666667,102.6,78.6,1028.75,81,1109.75,94.5,1280,1374.5,85.7,80.4,80.7
2022-04-22,1008,15650,60,0,23,667,551,415,13604,8,86,966,83,1049,6.5,98.75,94,105.25,83,6.28571428571429,127,103.4,77.8,1028.75,81,1109.75,95.7142857142857,1294.42857142857,1390.14285714286,84.6,79.5,79.8
2022-04-21,1007,15679,55,0,24,687,591,429,13507,7,94,1020,79,1099,7.25,109.75,101,117,79,7.28571428571429,130.285714285714,99.5,84.2,1071.5,85.5,1157,97,1337.71428571429,1434.71428571429,88.1,80.1,80.6
2022-04-20,998,15585,53,0,24,661,626,423,13304,6,119,1049,77,1126,7.5,118.75,125,126.25,77,7.57142857142857,135.428571428571,99.1,87.7,1119.75,89.25,1209,97.4285714285714,1378.42857142857,1475.85714285714,91.6,81.2,81.9
2022-04-19,1014,15219,57,0,28,578,658,422,12426,5,96,1080,85,1165,7.5,123.75,101,131.25,85,7.71428571428571,138.714285714286,97.2,89.2,1175.75,92.25,1268,98.2857142857143,1414.14285714286,1512.42857142857,93.9,83.1,83.8
2022-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,137.75,NA,145.75,NA,7.71428571428571,138.714285714286,103.7,99.3,1238,94.5,1332.5,99.5714285714286,1458,1557.57142857143,94.9,84.9,85.5
2022-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,130,NA,137.2,NA,8.71428571428571,143.857142857143,82.6,90.4,1268,92.8,1360.8,102.142857142857,1500.85714285714,1603,90.9,84.5,84.9
2022-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.33333333333333,125.666666666667,NA,132,NA,9.57142857142857,144.571428571429,66.2,86.9,1280,94.5,1374.5,104.142857142857,1541.42857142857,1645.57142857143,90.7,83,83.5
2022-04-15,1001,15628,73,0,28,649,687,450,13264,11,130,1137,101,1238,6.28571428571429,127,141,133.285714285714,101,11,151.857142857143,57.1,83.6,1294.42857142857,95.7142857142857,1390.14285714286,107.285714285714,1577.42857142857,1684.71428571429,89.2,82.1,82.5
2022-04-14,1006,15783,65,0,29,645,743,470,13327,8,130,1213,94,1307,7.28571428571429,130.285714285714,138,137.571428571429,94,10.1428571428571,157.285714285714,71.8,82.8,1337.71428571429,97,1434.71428571429,108.857142857143,1615.42857142857,1724.28571428571,89.1,82.8,83.2
2022-04-13,1010,15910,62,0,27,671,769,504,13470,6,139,1273,89,1362,7.57142857142857,135.428571428571,145,143,89,11.7142857142857,163.285714285714,64.6,82.9,1378.42857142857,97.4285714285714,1475.85714285714,113.142857142857,1656.71428571429,1769.85714285714,86.1,83.2,83.4
2022-04-12,1007,15794,66,0,28,639,826,503,13228,7,152,1329,94,1423,7.71428571428571,138.714285714286,159,146.428571428571,94,13,172.285714285714,59.3,80.5,1414.14285714286,98.2857142857143,1512.42857142857,117.285714285714,1704.14285714286,1821.42857142857,83.8,83,83
2022-04-11,1002,15346,64,0,22,594,880,508,12389,4,99,1388,86,1474,7.71428571428571,138.714285714286,103,146.428571428571,86,14.2857142857143,186.428571428571,54,74.4,1458,99.5714285714286,1557.57142857143,120.142857142857,1746.57142857143,1866.71428571429,82.9,83.5,83.4
2022-04-10,981,14752,74,0,29,596,872,468,11895,2,104,1340,103,1443,8.71428571428571,143.857142857143,106,152.571428571429,103,14,187.714285714286,62.2,76.6,1500.85714285714,102.142857142857,1603,124.571428571429,1779.14285714286,1903.71428571429,82,84.4,84.2
2022-04-09,1001,15317,75,0,28,657,903,478,12598,6,135,1381,103,1484,9.57142857142857,144.571428571429,141,154.142857142857,103,14.8571428571429,196,64.4,73.8,1541.42857142857,104.142857142857,1645.57142857143,130,1800.85714285714,1930.85714285714,80.1,85.6,85.2
2022-04-08,1007,15777,86,0,24,654,925,515,13242,18,153,1440,110,1550,11,151.857142857143,171,162.857142857143,110,15,201.714285714286,73.3,75.3,1577.42857142857,107.285714285714,1684.71428571429,133.428571428571,1818.57142857143,1952,80.4,86.7,86.3
2022-04-07,1012,15885,70,0,27,639,962,536,13272,10,166,1498,97,1595,10.1428571428571,157.285714285714,176,167.428571428571,97,15.8571428571429,206.142857142857,64,76.3,1615.42857142857,108.857142857143,1724.28571428571,136.571428571429,1839.71428571429,1976.28571428571,79.7,87.8,87.2
2022-04-06,1008,15797,67,0,28,634,959,564,13259,7,162,1523,95,1618,11.7142857142857,163.285714285714,169,175,95,14.7142857142857,209.285714285714,79.6,78,1656.71428571429,113.142857142857,1769.85714285714,139.428571428571,1845.28571428571,1984.71428571429,81.1,89.8,89.2
2022-04-05,1016,15506,68,0,35,635,1067,569,12842,7,152,1636,103,1739,13,172.285714285714,159,185.285714285714,103,15.2857142857143,212.428571428571,85,81.1,1704.14285714286,117.285714285714,1821.42857142857,144.285714285714,1847.28571428571,1991.57142857143,81.3,92.3,91.5
2022-04-04,1013,15156,72,0,32,576,1159,529,11945,11,135,1688,104,1792,14.2857142857143,186.428571428571,146,200.714285714286,104,17.2857142857143,215.714285714286,82.6,86.4,1746.57142857143,120.142857142857,1866.71428571429,149.285714285714,1832.85714285714,1982.14285714286,80.5,95.3,94.2
2022-04-03,1003,14278,83,0,34,582,1125,499,11257,8,109,1624,117,1741,14,187.714285714286,117,201.714285714286,117,18.4285714285714,223.285714285714,76,84.1,1779.14285714286,124.571428571429,1903.71428571429,151.142857142857,1826.14285714286,1977.28571428571,82.4,97.4,96.3
2022-04-02,1017,14570,90,0,35,633,1154,479,11750,16,186,1633,125,1758,14.8571428571429,196,202,210.857142857143,125,19,225,78.2,87.1,1800.85714285714,130,1930.85714285714,148.571428571429,1818.57142857143,1967.14285714286,87.5,99,98.2
2022-04-01,1016,15778,85,0,36,649,1196,510,13061,12,191,1706,121,1827,15,201.714285714286,203,216.714285714286,121,18,224,83.3,90.1,1818.57142857143,133.428571428571,1952,147.142857142857,1805.42857142857,1952.57142857143,90.7,100.7,100
2022-03-31,1022,15812,91,0,36,646,1270,517,13094,21,208,1787,127,1914,15.8571428571429,206.142857142857,229,222,127,17.8571428571429,228.857142857143,88.8,90.1,1839.71428571429,136.571428571429,1976.28571428571,148.428571428571,1801,1949.42857142857,92,102.1,101.4
2022-03-30,1014,15926,86,0,38,649,1343,512,13192,16,225,1855,124,1979,14.7142857142857,209.285714285714,241,224,124,18,225.714285714286,81.7,92.7,1845.28571428571,139.428571428571,1984.71428571429,149.428571428571,1797.42857142857,1946.85714285714,93.3,102.7,101.9
2022-03-29,1021,16014,93,0,30,661,1407,526,12997,16,251,1933,123,2056,15.2857142857143,212.428571428571,267,227.714285714286,123,18,229.428571428571,84.9,92.6,1847.28571428571,144.285714285714,1991.57142857143,149.857142857143,1789,1938.85714285714,96.3,103.3,102.7
2022-03-28,1006,15412,100,0,35,580,1404,512,11935,9,144,1916,135,2051,17.2857142857143,215.714285714286,153,233,135,16.7142857142857,231.857142857143,103.4,93,1832.85714285714,149.285714285714,1982.14285714286,149.571428571429,1783.85714285714,1933.42857142857,99.8,102.7,102.5
2022-03-27,992,14795,120,0,35,574,1310,466,11505,14,167,1776,155,1931,18.4285714285714,223.285714285714,181,241.714285714286,155,15.7142857142857,234,117.3,95.4,1826.14285714286,151.142857142857,1977.28571428571,150,1769.57142857143,1919.57142857143,100.8,103.2,103
2022-03-26,1001,15325,114,0,35,593,1301,456,12148,17,226,1757,149,1906,19,225,243,244,149,14.8571428571429,236.857142857143,127.9,95,1818.57142857143,148.571428571429,1967.14285714286,152.142857142857,1755.14285714286,1907.28571428571,97.7,103.6,103.1
2022-03-25,996,15684,101,0,42,610,1369,485,12787,18,222,1854,143,1997,18,224,240,242,143,14.7142857142857,242.285714285714,122.3,92.5,1805.42857142857,147.142857142857,1952.57142857143,154.285714285714,1735.57142857143,1889.85714285714,95.4,104,103.3
2022-03-24,1013,15627,112,0,35,608,1338,488,12580,13,230,1826,147,1973,17.8571428571429,228.857142857143,243,246.714285714286,147,15.2857142857143,239.142857142857,116.8,95.7,1801,148.428571428571,1949.42857142857,155.428571428571,1689.85714285714,1845.28571428571,95.5,106.6,105.6
2022-03-23,1013,15893,117,0,41,613,1384,485,12952,20,247,1869,158,2027,18,225.714285714286,267,243.714285714286,158,15.8571428571429,239.714285714286,113.5,94.2,1797.42857142857,149.428571428571,1946.85714285714,156.285714285714,1646.57142857143,1802.85714285714,95.6,109.2,108
2022-03-22,1004,15655,113,0,45,602,1367,465,12681,30,274,1832,158,1990,18,229.428571428571,304,247.428571428571,158,15.7142857142857,231.285714285714,114.5,99.2,1789,149.857142857143,1938.85714285714,157.571428571429,1596.57142857143,1754.14285714286,95.1,112.1,110.5
2022-03-21,1006,15316,105,0,43,534,1455,414,11773,17,197,1869,148,2017,16.7142857142857,231.857142857143,214,248.571428571429,148,13.8571428571429,222.428571428571,120.6,104.2,1783.85714285714,149.571428571429,1933.42857142857,157.714285714286,1544.14285714286,1701.85714285714,94.8,115.5,113.6
2022-03-20,991,14777,97,0,40,546,1344,379,10843,18,179,1723,137,1860,15.7142857142857,234,197,249.714285714286,137,14.1428571428571,214.428571428571,111.1,109.1,1769.57142857143,150,1919.57142857143,159.142857142857,1480.71428571429,1639.85714285714,94.3,119.5,117.1
2022-03-19,991,15004,100,0,39,555,1276,389,11903,10,219,1665,139,1804,14.8571428571429,236.857142857143,229,251.714285714286,139,14.4285714285714,204.571428571429,103,115.8,1755.14285714286,152.142857142857,1907.28571428571,159.857142857143,1422,1581.85714285714,95.2,123.4,120.6
2022-03-18,988,15486,107,0,45,567,1398,425,12678,17,256,1823,152,1975,14.7142857142857,242.285714285714,273,257,152,14.8571428571429,192,99,126.2,1735.57142857143,154.285714285714,1889.85714285714,160.285714285714,1375.28571428571,1535.57142857143,96.3,126.2,123.1
2022-03-17,999,15701,114,0,40,587,1373,428,12816,14,208,1801,154,1955,15.2857142857143,239.142857142857,222,254.428571428571,154,13.2857142857143,180.428571428571,115.1,132.5,1689.85714285714,155.428571428571,1845.28571428571,158.428571428571,1338.28571428571,1496.71428571429,98.1,126.3,123.3
2022-03-16,1007,15699,121,0,40,569,1396,414,13042,20,273,1810,161,1971,15.8571428571429,239.714285714286,293,255.571428571429,161,12,176.428571428571,132.1,135.9,1646.57142857143,156.285714285714,1802.85714285714,157.714285714286,1303.71428571429,1461.42857142857,99.1,126.3,123.4
2022-03-15,1006,15623,117,0,39,581,1389,407,12870,21,291,1796,156,1952,15.7142857142857,231.285714285714,312,247,156,11.7142857142857,166.428571428571,134.1,139,1596.57142857143,157.571428571429,1754.14285714286,156.285714285714,1278.71428571429,1435,100.8,124.9,122.2
2022-03-14,986,15359,110,0,41,548,1379,390,12184,10,212,1769,151,1920,13.8571428571429,222.428571428571,222,236.285714285714,151,12.1428571428571,156.285714285714,114.1,142.3,1544.14285714286,157.714285714286,1701.85714285714,155.285714285714,1254.28571428571,1409.57142857143,101.6,123.1,120.7
2022-03-13,1000,14874,118,0,34,536,1260,362,11525,12,199,1622,152,1774,14.1428571428571,214.428571428571,211,228.571428571429,152,11.8571428571429,149.285714285714,119.3,143.6,1480.71428571429,159.142857142857,1639.85714285714,155.428571428571,1251.85714285714,1407.28571428571,102.4,118.3,116.5
2022-03-12,1000,15073,119,0,35,571,1181,347,11981,9,257,1528,154,1682,14.4285714285714,204.571428571429,266,219,154,11.5714285714286,143.142857142857,124.7,142.9,1422,159.857142857143,1581.85714285714,157.142857142857,1248.85714285714,1406,101.7,113.9,112.5
2022-03-11,993,15443,119,0,41,588,1135,368,12907,21,234,1503,160,1663,14.8571428571429,192,255,206.857142857143,160,12,138.428571428571,123.8,138.7,1375.28571428571,160.285714285714,1535.57142857143,158.857142857143,1252.85714285714,1411.71428571429,100.9,109.8,108.8
2022-03-10,1005,15408,122,0,38,586,1133,365,12810,18,212,1498,160,1658,13.2857142857143,180.428571428571,230,193.714285714286,160,11.7142857142857,140.142857142857,113.4,128.7,1338.28571428571,158.428571428571,1496.71428571429,160.571428571429,1268.57142857143,1429.14285714286,98.7,105.5,104.7
2022-03-09,1002,15677,129,0,41,605,1089,371,12976,19,214,1460,170,1630,12,176.428571428571,233,188.428571428571,170,12.8571428571429,134.571428571429,93.3,131.1,1303.71428571429,157.714285714286,1461.42857142857,161.714285714286,1288,1449.71428571429,97.5,101.2,100.8
2022-03-08,995,15551,123,0,34,580,1052,377,12867,8,229,1429,157,1586,11.7142857142857,166.428571428571,237,178.142857142857,157,12.2857142857143,137.142857142857,95.3,121.4,1278.71428571429,156.285714285714,1435,162.142857142857,1306,1468.14285714286,96.4,97.9,97.7
2022-03-07,1001,15106,129,0,32,528,970,355,11932,12,156,1325,161,1486,12.1428571428571,156.285714285714,168,168.428571428571,161,12.7142857142857,140.714285714286,95.5,111.1,1254.28571428571,155.285714285714,1409.57142857143,165.142857142857,1334.14285714286,1499.28571428571,94,94,94
2022-03-06,1001,14678,123,0,34,525,850,361,11325,14,130,1211,157,1368,11.8571428571429,149.285714285714,144,161.142857142857,157,12.7142857142857,145.571428571429,93.3,102.6,1251.85714285714,155.428571428571,1407.28571428571,165.714285714286,1353.71428571429,1519.42857142857,93.8,92.5,92.6
2022-03-05,1014,14907,124,0,33,548,844,357,11783,12,169,1201,157,1358,11.5714285714286,143.142857142857,181,154.714285714286,157,12.7142857142857,150.714285714286,91,95,1248.85714285714,157.142857142857,1406,165.571428571429,1380.57142857143,1546.14285714286,94.9,90.5,90.9
2022-03-04,1013,15257,114,0,33,578,868,376,12540,10,153,1244,147,1391,12,138.428571428571,163,150.428571428571,147,13.5714285714286,158.428571428571,88.4,87.4,1252.85714285714,158.857142857143,1411.71428571429,167.428571428571,1400.42857142857,1567.85714285714,94.9,89.5,90
2022-03-03,1022,15788,118,0,37,597,879,377,12732,9,184,1256,155,1411,11.7142857142857,140.142857142857,193,151.857142857143,155,14.7142857142857,160.571428571429,79.6,87.3,1268.57142857143,160.571428571429,1429.14285714286,170.285714285714,1407.71428571429,1578,94.3,90.1,90.6
2022-03-02,1017,15558,118,0,42,584,861,424,12912,17,144,1285,160,1445,12.8571428571429,134.571428571429,161,147.428571428571,160,13.7142857142857,163.714285714286,93.8,82.2,1288,161.714285714286,1449.71428571429,171,1411.71428571429,1582.71428571429,94.6,91.2,91.6
2022-03-01,1022,15531,107,0,43,591,859,399,12680,11,158,1258,150,1408,12.2857142857143,137.142857142857,169,149.428571428571,150,13.5714285714286,166.142857142857,90.5,82.5,1306,162.142857142857,1468.14285714286,172.428571428571,1421.14285714286,1593.57142857143,94,91.9,92.1
2022-02-28,1016,15345,114,0,48,541,902,406,11872,10,107,1308,162,1470,12.7142857142857,140.714285714286,117,153.428571428571,162,13.1428571428571,175.428571428571,96.7,80.2,1334.14285714286,165.142857142857,1499.28571428571,173.857142857143,1424,1597.85714285714,95,93.7,93.8
2022-02-27,1013,14768,119,0,50,561,833,357,11240,12,87,1190,169,1359,12.7142857142857,145.571428571429,99,158.285714285714,169,13.4285714285714,175.142857142857,94.7,83.1,1353.71428571429,165.714285714286,1519.42857142857,176,1413.71428571429,1589.71428571429,94.2,95.8,95.6
2022-02-26,1015,15162,119,0,50,602,867,362,11912,15,136,1229,169,1398,12.7142857142857,150.714285714286,151,163.428571428571,169,13.2857142857143,179.285714285714,95.7,84.1,1380.57142857143,165.571428571429,1546.14285714286,177.571428571429,1403,1580.57142857143,93.2,98.4,97.8
2022-02-25,1018,15708,116,0,43,607,966,388,12814,8,165,1354,159,1513,13.5714285714286,158.428571428571,173,172,159,12.1428571428571,180,111.8,88,1400.42857142857,167.428571428571,1567.85714285714,176.714285714286,1392.57142857143,1569.28571428571,94.7,100.6,99.9
2022-02-24,1022,15781,122,0,41,579,1003,389,12819,17,145,1392,163,1555,14.7142857142857,160.571428571429,162,175.285714285714,163,11.1428571428571,184.285714285714,132.1,87.1,1407.71428571429,170.285714285714,1578,178.142857142857,1384.85714285714,1563,95.6,101.7,101
2022-02-23,1019,15723,113,0,50,585,1007,404,12830,13,162,1411,163,1574,13.7142857142857,163.714285714286,175,177.428571428571,163,11.5714285714286,188.571428571429,118.5,86.8,1411.71428571429,171,1582.71428571429,182.428571428571,1369.85714285714,1552.28571428571,93.7,103.1,102
2022-02-22,1023,15548,124,0,47,570,1037,418,12757,14,183,1455,171,1626,13.5714285714286,166.142857142857,197,179.714285714286,171,12.4285714285714,188.857142857143,109.2,88,1421.14285714286,172.428571428571,1593.57142857143,187.142857142857,1348.14285714286,1535.28571428571,92.1,105.4,103.8
2022-02-21,1016,15402,115,0,51,523,1061,384,12082,10,141,1445,166,1611,13.1428571428571,175.428571428571,151,188.571428571429,166,13.5714285714286,183.428571428571,96.8,95.6,1424,173.857142857143,1597.85714285714,193.571428571429,1330.85714285714,1524.42857142857,89.8,107,104.8
2022-02-20,1021,15025,119,0,49,540,1023,355,11546,12,123,1378,168,1546,13.4285714285714,175.142857142857,135,188.571428571429,168,13.8571428571429,185.571428571429,96.9,94.4,1413.71428571429,176,1589.71428571429,198.285714285714,1317.42857142857,1515.71428571429,88.8,107.3,104.9
2022-02-19,1024,15371,124,0,58,587,1003,365,12410,21,190,1368,182,1550,13.2857142857143,179.285714285714,211,192.571428571429,182,14.1428571428571,181.142857142857,93.9,99,1403,177.571428571429,1580.57142857143,202.857142857143,1293.14285714286,1496,87.5,108.5,105.7
2022-02-18,1024,15495,125,0,54,595,1034,371,12852,16,180,1405,179,1584,12.1428571428571,180,196,192.142857142857,179,13.5714285714286,179,89.5,100.6,1392.57142857143,176.714285714286,1569.28571428571,210.428571428571,1270.14285714286,1480.57142857143,84,109.6,106
2022-02-17,1021,15745,116,0,52,581,1030,390,13099,10,167,1420,168,1588,11.1428571428571,184.285714285714,177,195.428571428571,168,14.8571428571429,173,75,106.5,1384.85714285714,178.142857142857,1563,214,1241.71428571429,1455.71428571429,83.2,111.5,107.4
2022-02-16,1024,15820,114,0,59,579,1081,396,13220,12,179,1477,173,1650,11.5714285714286,188.571428571429,191,200.142857142857,173,15.2857142857143,173.571428571429,75.7,108.6,1369.85714285714,182.428571428571,1552.28571428571,216.857142857143,1220.71428571429,1437.57142857143,84.1,112.2,108
2022-02-15,1024,15744,125,0,56,564,1073,402,13052,11,248,1475,181,1656,12.4285714285714,188.857142857143,259,201.285714285714,181,15.4285714285714,175.285714285714,80.6,107.7,1348.14285714286,187.142857142857,1535.28571428571,218.142857142857,1196.71428571429,1414.85714285714,85.8,112.7,108.5
2022-02-14,1023,15439,124,0,57,526,1011,362,12122,12,139,1373,181,1554,13.5714285714286,183.428571428571,151,197,181,15.4285714285714,179.142857142857,88,102.4,1330.85714285714,193.571428571429,1524.42857142857,215.285714285714,1165.71428571429,1381,89.9,114.2,110.4
2022-02-13,1016,14942,118,0,61,526,974,329,11481,11,152,1303,179,1482,13.8571428571429,185.571428571429,163,199.428571428571,179,15,176.857142857143,92.4,104.9,1317.42857142857,198.285714285714,1515.71428571429,215,1130.85714285714,1345.85714285714,92.2,116.5,112.6
2022-02-12,1016,15127,115,0,61,564,971,324,12059,13,195,1295,176,1471,14.1428571428571,181.142857142857,208,195.285714285714,176,14.5714285714286,179.571428571429,97.1,100.9,1293.14285714286,202.857142857143,1496,214.714285714286,1104,1318.71428571429,94.5,117.1,113.4
2022-02-11,1019,15653,129,0,60,574,1030,321,12870,9,210,1351,189,1540,13.5714285714286,179,219,192.571428571429,189,14.7142857142857,177.285714285714,92.2,101,1270.14285714286,210.428571428571,1480.57142857143,212.428571428571,1072.85714285714,1285.28571428571,99.1,118.4,115.2
2022-02-10,1021,15793,135,0,63,576,1001,314,12970,13,197,1315,198,1513,14.8571428571429,173,210,187.857142857143,198,14.5714285714286,173.714285714286,102,99.6,1241.71428571429,214,1455.71428571429,215.857142857143,1037.28571428571,1253.14285714286,99.1,119.7,116.2
2022-02-09,1022,15540,143,0,63,580,1003,322,12843,18,181,1325,206,1531,15.2857142857143,173.571428571429,199,188.857142857143,206,13.8571428571429,166.428571428571,110.3,104.3,1220.71428571429,216.857142857143,1437.57142857143,218,998.714285714286,1216.71428571429,99.5,122.2,118.2
2022-02-08,1034,15438,148,0,78,559,1051,303,12754,19,210,1354,226,1580,15.4285714285714,175.285714285714,229,190.714285714286,226,13.2857142857143,157.857142857143,116.1,111,1196.71428571429,218.142857142857,1414.85714285714,222.857142857143,962.714285714286,1185.57142857143,97.9,124.3,119.3
2022-02-07,1042,15175,147,0,67,527,1007,272,11919,14,154,1279,214,1493,15.4285714285714,179.142857142857,168,194.571428571429,214,11.5714285714286,145.571428571429,133.3,123.1,1165.71428571429,215.285714285714,1381,229.428571428571,930.428571428571,1159.85714285714,93.8,125.3,119.1
2022-02-06,1033,14905,148,0,63,532,881,252,11520,13,121,1133,211,1344,15,176.857142857143,134,191.857142857143,211,11.4285714285714,144,131.2,122.8,1130.85714285714,215,1345.85714285714,236.571428571429,908.142857142857,1144.71428571429,90.9,124.5,117.6
2022-02-05,1029,14950,145,0,84,571,867,267,11966,9,180,1134,229,1363,14.5714285714286,179.571428571429,189,194.142857142857,229,11.1428571428571,137.142857142857,130.8,130.9,1104,214.714285714286,1318.71428571429,246,890,1136,87.3,124,116.1
2022-02-04,1031,15551,145,0,69,601,900,252,13014,18,168,1152,214,1366,14.7142857142857,177.285714285714,186,192,214,10.8571428571429,131.428571428571,135.5,134.9,1072.85714285714,212.428571428571,1285.28571428571,256.571428571429,872.857142857143,1129.42857142857,82.8,122.9,113.8
2022-02-03,1050,15446,145,0,73,589,900,268,12819,16,201,1168,218,1386,14.5714285714286,173.714285714286,217,188.285714285714,218,10,127.714285714286,145.7,136,1037.28571428571,215.857142857143,1253.14285714286,263.571428571429,861.142857142857,1124.71428571429,81.9,120.5,111.4
2022-02-02,1051,15601,146,0,69,590,889,268,12937,19,193,1157,215,1372,13.8571428571429,166.428571428571,212,180.285714285714,215,10.7142857142857,125.285714285714,129.3,132.8,998.714285714286,218,1216.71428571429,271.571428571429,852,1123.57142857143,80.3,117.2,108.3
2022-02-01,1057,15459,132,0,74,566,869,268,12765,19,237,1137,206,1343,13.2857142857143,157.857142857143,256,171.142857142857,206,9.57142857142857,121.714285714286,138.8,129.7,962.714285714286,222.857142857143,1185.57142857143,279.142857142857,843.571428571429,1122.71428571429,79.8,114.1,105.6
2022-01-31,1047,15145,131,0,81,523,783,252,11923,11,138,1035,212,1247,11.5714285714286,145.571428571429,149,157.142857142857,212,9.57142857142857,114.428571428571,120.9,127.2,930.428571428571,229.428571428571,1159.85714285714,286.285714285714,839.571428571429,1125.85714285714,80.1,110.8,103
2022-01-30,1048,14832,135,0,74,523,718,227,11317,10,140,945,209,1154,11.4285714285714,144,150,155.428571428571,209,9.71428571428571,108,117.6,133.3,908.142857142857,236.571428571429,1144.71428571429,294,845.857142857143,1139.85714285714,80.5,107.4,100.4
2022-01-29,1059,15161,138,0,75,569,684,232,12000,10,164,916,213,1129,11.1428571428571,137.142857142857,174,148.285714285714,213,10.7142857142857,107.714285714286,104,127.3,890,246,1136,299.142857142857,858.428571428571,1157.57142857143,82.2,103.7,98.1
2022-01-28,1056,15422,150,0,88,560,646,257,12743,17,143,903,238,1141,10.8571428571429,131.428571428571,160,142.285714285714,238,11.1428571428571,108.142857142857,97.4,121.5,872.857142857143,256.571428571429,1129.42857142857,304,873,1177,84.4,100,96
2022-01-27,1060,15508,144,0,89,539,635,263,12726,11,150,898,233,1131,10,127.714285714286,161,137.714285714286,233,11.2857142857143,106.857142857143,88.6,119.5,861.142857142857,263.571428571429,1124.71428571429,310.714285714286,892,1202.71428571429,84.8,96.5,93.5
2022-01-26,1071,15555,158,0,91,543,637,268,12882,15,133,905,249,1154,10.7142857142857,125.285714285714,148,136,249,10.7142857142857,102.142857142857,100,122.7,852,271.571428571429,1123.57142857143,319.857142857143,916,1235.85714285714,84.9,93,90.9
