Region_name,Region_code,Populatie_merged,2021-01-04,2021-01-11,2021-01-18,2021-01-25,2021-02-01,2021-02-08,2021-02-15,2021-02-22,2021-03-01,2021-03-08,2021-03-15,2021-03-22,2021-03-29,2021-04-05,2021-04-12,2021-04-19,2021-04-26,2021-05-03,2021-05-10,2021-05-17,2021-05-24,2021-05-31,2021-06-07,2021-06-14,2021-06-21,2021-06-28,2021-07-05,2021-07-12,2021-07-19,2021-07-26,2021-08-02,2021-08-09,2021-08-16,2021-08-23,2021-08-30,2021-09-06,2021-09-13,2021-09-20,2021-09-27,2021-10-04,2021-10-11,2021-10-18,2021-10-25,2021-11-01,2021-11-08,2021-11-15,2021-11-22,2021-11-29,2021-12-06,2021-12-13,2021-12-20,2021-12-27,2022-01-03,2022-01-10,2022-01-17,2022-01-24,2022-01-31,2022-02-07,2022-02-14,2022-02-21,2022-02-28,2022-03-07,2022-03-14,2022-03-21,2022-03-28,2022-04-04,2022-04-11,2022-04-18,2022-04-25,2022-05-02,2022-05-09,2022-05-16,2022-05-23,2022-05-30,2022-06-06,2022-06-13,2022-06-20,2022-06-27,2022-07-04,2022-07-11,2022-07-18,2022-07-25,2022-08-01,2022-08-08,2022-08-15,2022-08-22,2022-08-29,2022-09-05,2022-09-12,2022-09-19,2022-09-26,2022-10-03,2022-10-10,2022-10-17,2022-10-24,2022-10-31,2022-11-07,2022-11-14,2022-11-21,2022-11-28,2022-12-05,2022-12-12,2022-12-19,2022-12-26,2023-01-02,2023-01-09,2023-01-16,2023-01-23,2023-01-30,2023-02-06,2023-02-13,2023-02-20,2023-02-27,NA
Wijk 04 Noordoost,WK034404,7069,5,5,5,5,5,5,5,5,5,5,7,8,9,10,11,11,12,15,21,29,40,51,64,74,78,81,83,86,87,87,88,88,88,88,88,88,88,88,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,0
Wijk 04 Noordoost,WK034404,35679,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,8,10,13,17,21,26,31,37,41,49,52,58,66,71,72,74,74,75,75,76,76,77,77,77,77,77,78,78,78,79,79,79,79,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,0
Wijk 02 Buitenwijk West,WK093502,11105,5,5,5,5,5,5,5,5,5,5,7,9,12,14,15,16,16,24,30,36,47,59,70,76,77,78,80,81,83,83,84,84,84,84,84,85,85,85,85,85,85,85,85,85,85,85,85,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,0
Wijk 02 Buitenwijk West,WK093502,32654,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,7,7,10,13,15,20,25,29,34,37,40,42,46,50,53,56,60,60,61,62,63,63,64,64,64,64,65,65,65,65,66,66,66,66,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,0
Wijk 01 Uden,WK085601,10701,5,5,5,5,5,5,5,5,5,5,5,7,10,13,14,15,17,20,26,37,50,59,69,77,78,79,80,84,85,86,86,86,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,0
Wijk 01 Uden,WK085601,32951,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,7,7,9,11,16,21,25,29,32,36,40,43,50,53,59,63,66,67,69,69,70,70,70,71,71,71,72,72,72,72,73,73,73,73,74,74,74,74,74,74,74,74,74,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,0
Wijk 00 Kampen,WK016600,9130,5,5,5,5,5,5,5,5,5,5,5,7,8,10,11,13,14,16,18,26,35,46,53,60,68,79,82,82,83,83,84,84,84,84,84,84,84,84,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,0
Wijk 00 Kampen,WK016600,32898,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,7,8,11,14,18,21,25,30,37,39,44,48,51,58,61,62,63,64,65,66,66,67,67,67,68,68,68,69,69,69,70,70,70,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,0
Wijk 02 Nijmegen-Oost,WK026802,8685,5,5,5,5,5,5,5,5,5,5,5,7,9,11,13,14,16,19,24,30,39,52,62,73,76,79,81,84,85,86,86,86,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,0
Wijk 02 Nijmegen-Oost,WK026802,32094,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,7,9,11,14,18,23,27,32,37,41,45,50,54,57,63,69,71,72,72,73,74,74,74,75,75,75,75,76,76,76,76,76,77,77,77,77,77,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,0
Hoogvliet,WK059916,9666,5,5,5,5,5,5,5,5,5,5,5,7,10,12,14,18,19,22,25,31,35,42,49,60,70,73,74,77,78,79,79,80,80,80,81,81,81,81,81,81,81,81,81,81,81,81,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,0
Hoogvliet,WK059916,31156,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,8,9,10,12,14,17,20,25,30,33,36,40,43,47,49,53,54,55,56,56,56,57,57,57,58,58,58,59,59,59,59,60,60,60,60,60,60,60,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,0
Wijk 01 Sneek,WK190001,10182,5,5,5,5,5,5,5,5,5,5,6,7,8,10,13,16,19,23,28,33,44,50,57,63,64,74,80,81,81,82,82,82,82,82,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,0
Wijk 01 Sneek,WK190001,30728,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,8,9,11,13,15,20,23,26,29,32,39,43,48,52,54,57,60,61,63,64,64,65,65,65,66,66,66,67,67,67,67,68,68,68,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0
Wijk 01 Wijchen kern,WK029601,9993,5,5,5,5,5,5,5,5,5,5,5,5,7,9,11,13,14,17,23,29,39,51,62,74,77,78,80,83,84,87,87,88,88,88,88,88,88,88,88,88,88,88,88,88,88,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,0
Wijk 01 Wijchen kern,WK029601,30116,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,7,9,11,14,18,23,28,33,37,41,45,52,57,62,66,71,72,73,74,74,75,75,76,76,76,76,77,77,77,77,78,78,78,78,78,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,0
Wijk 06 Enschede-Zuid,WK015306,9422,5,5,5,5,5,5,5,5,5,5,5,5,7,8,11,13,14,17,22,30,37,43,50,55,57,73,77,78,79,80,80,81,81,81,81,82,82,82,82,82,82,82,82,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,0
Wijk 06 Enschede-Zuid,WK015306,29463,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,7,9,12,15,18,21,24,26,33,37,42,45,49,51,55,56,57,58,59,59,60,60,60,61,61,62,62,62,62,63,63,63,64,64,64,64,64,64,64,64,64,64,64,64,64,64,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,0
Wijk 03 Overvecht,WK034403,6556,5,5,5,5,5,5,5,5,5,7,10,11,12,14,15,15,16,19,23,30,40,47,53,62,65,68,69,73,74,75,75,76,76,77,77,77,77,77,77,77,78,78,78,78,78,78,78,78,78,78,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,0
Wijk 03 Overvecht,WK034403,29785,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,9,12,14,16,21,24,27,29,34,36,40,45,48,49,50,50,51,51,52,52,53,53,53,54,54,54,54,55,55,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,0
Wijk 00 IJsselstein,WK035300,8854,5,5,5,5,5,5,5,5,5,6,8,10,11,12,13,14,15,19,27,38,47,52,66,73,75,75,77,85,86,86,87,87,87,87,87,87,87,87,87,87,87,87,88,88,88,88,88,88,88,88,88,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,0
Wijk 00 IJsselstein,WK035300,29491,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,7,9,12,15,19,22,28,31,36,40,44,52,55,59,63,68,69,70,71,72,72,73,73,73,74,74,74,74,75,75,75,76,76,76,76,76,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,0
Wijk 05 Oost,WK034405,4939,5,5,5,5,5,5,5,5,5,5,6,7,8,9,10,10,12,17,23,32,41,52,60,71,75,78,79,84,85,85,86,86,86,86,86,86,86,86,86,86,86,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,0
Wijk 05 Oost,WK034405,30175,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,9,12,15,18,23,28,34,37,43,46,50,59,66,67,68,69,70,70,71,71,71,72,72,72,72,73,73,73,74,74,74,74,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,0
Veghel,WK194804,9189,5,5,5,5,5,5,5,5,5,5,7,8,11,13,14,15,17,19,24,41,50,60,70,77,79,81,82,85,86,87,87,87,87,87,87,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,0
Veghel,WK194804,29627,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,7,7,9,10,17,20,24,28,31,34,38,41,49,53,59,63,66,67,68,69,70,70,70,71,71,71,72,72,72,72,73,73,73,74,74,74,74,74,74,74,74,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,0
Wijk 54 Barneveld,WK020354,7822,5,5,5,5,5,5,5,5,5,5,5,6,7,7,12,15,17,20,22,28,33,39,48,59,63,64,66,67,70,71,72,72,72,73,73,73,73,73,73,73,73,73,73,73,73,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,0
Wijk 54 Barneveld,WK020354,29246,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,7,8,10,12,14,17,23,26,28,30,35,38,40,45,49,49,51,51,52,52,52,53,53,53,54,54,54,55,55,55,55,56,56,56,56,56,56,56,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,0
Breda west,WK075805,6963,5,5,5,5,5,5,5,5,5,5,5,5,7,9,10,12,14,17,24,33,41,55,66,74,77,79,80,82,84,84,85,85,85,85,85,86,86,86,86,86,86,86,86,86,86,86,86,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,0
Breda west,WK075805,28832,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,9,12,15,19,23,26,30,33,36,42,45,50,56,61,62,64,65,65,66,66,67,67,67,68,68,68,68,69,69,69,70,70,70,70,70,70,70,70,70,70,70,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,0
Wijk 00 Papendrecht,WK059000,9453,5,5,5,5,5,5,5,5,5,5,5,5,7,9,11,14,17,21,24,30,39,51,58,63,72,77,78,80,81,83,83,83,84,84,84,84,84,84,84,84,84,85,85,85,85,85,85,85,85,85,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,0
Wijk 00 Papendrecht,WK059000,28271,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,8,9,11,13,17,22,26,30,36,41,44,49,53,57,60,64,65,66,67,67,68,68,69,69,69,69,70,70,70,71,71,71,72,72,72,72,72,72,72,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,0
Wijk 05 Geleen,WK188305,10424,5,5,5,5,5,5,5,5,5,5,7,9,12,13,14,15,16,19,26,37,43,51,62,70,73,75,76,79,81,81,82,82,82,83,83,83,83,83,83,83,83,83,83,83,83,83,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,0
Wijk 05 Geleen,WK188305,28121,5,5,5,5,5,5,5,5,5,5,5,5,6,7,7,7,8,9,13,17,20,24,29,34,37,39,42,47,51,54,58,61,62,63,64,65,65,65,66,66,66,66,67,67,67,67,68,68,68,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0
Wijk 04 Buitenwijk Oost,WK093504,8130,5,5,5,5,5,5,5,5,5,5,7,9,12,13,13,15,15,22,29,36,47,58,71,75,77,78,79,82,84,85,85,85,85,85,85,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,0
Wijk 04 Buitenwijk Oost,WK093504,28225,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,9,11,14,18,23,27,31,34,37,39,45,49,52,55,60,61,62,63,64,64,64,65,65,65,66,66,66,66,67,67,67,68,68,68,68,68,68,68,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,0
Nieuw-Vennep,WK039402,6459,5,5,5,5,5,5,5,5,5,5,5,7,9,11,13,16,17,20,24,33,39,48,55,62,64,65,80,81,82,82,83,83,83,83,83,83,83,83,84,84,84,84,84,84,84,84,84,84,84,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,0
Nieuw-Vennep,WK039402,27538,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,7,9,11,14,17,20,22,26,29,35,42,47,51,56,61,63,64,65,66,67,67,68,68,69,69,69,69,70,70,70,71,71,71,71,72,72,72,72,72,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,0
Wijk 00 Waalwijk,WK086700,8954,5,5,5,5,5,5,5,5,5,5,7,8,10,12,13,15,17,20,27,40,50,58,66,73,76,78,78,83,84,85,85,86,86,86,86,86,86,86,86,86,86,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,0
Wijk 00 Waalwijk,WK086700,27136,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,7,9,12,16,21,24,27,31,34,37,40,46,49,53,57,60,62,64,65,65,65,66,66,67,67,67,68,68,68,68,69,69,70,70,70,70,70,70,70,70,70,70,70,70,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,0
Wijk 00 Best,WK075300,8459,5,5,5,5,5,5,5,5,5,5,5,6,8,11,13,15,17,19,28,44,53,63,71,76,80,82,84,86,87,87,87,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,0
Wijk 00 Best,WK075300,27101,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,7,9,12,17,21,26,29,32,36,41,45,51,55,59,64,67,69,70,72,72,72,73,73,73,73,74,74,74,74,75,75,75,76,76,76,76,76,76,76,76,76,76,76,76,76,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,0
Wijk 01 Heerenveen,WK007401,8865,5,5,5,5,5,5,5,5,5,5,7,8,10,13,14,17,19,21,28,34,42,49,57,63,67,79,81,82,83,83,83,84,84,84,84,84,84,84,84,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,0
Wijk 01 Heerenveen,WK007401,26936,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,8,9,10,13,15,19,22,26,29,31,39,42,46,51,55,59,62,64,66,67,67,68,68,69,69,69,70,70,70,70,71,71,71,71,72,72,72,72,72,72,72,72,72,72,72,72,72,72,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,0
Wijk 29 Schildersbuurt,WK051829,5699,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,10,11,16,21,27,36,42,46,49,52,54,56,58,59,60,60,61,61,61,61,62,62,62,62,63,63,63,63,64,64,64,64,64,64,64,64,64,64,64,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,0
Wijk 29 Schildersbuurt,WK051829,26680,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,8,11,14,16,19,21,24,27,29,31,32,33,34,34,35,35,36,36,37,37,38,38,39,39,40,40,40,41,41,41,41,41,41,41,41,41,41,41,41,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,0
Wijk 01 Goes,WK066401,9305,5,5,5,5,5,5,5,5,5,6,10,13,17,18,20,21,23,28,38,45,52,61,69,75,77,78,81,82,84,84,85,85,85,85,85,85,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,0
Wijk 01 Goes,WK066401,26097,5,5,5,5,5,5,5,5,5,5,6,7,9,9,10,10,11,14,18,21,24,29,32,36,40,42,45,49,53,57,62,64,66,67,68,69,69,69,70,70,70,70,71,71,71,71,72,72,72,72,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,0
"Bijlmer Oost (E,G,K)",WK036394,6225,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,8,10,12,15,20,26,30,37,42,45,57,59,60,62,64,65,66,66,66,67,67,67,67,68,68,68,68,68,68,69,69,69,69,69,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,0
"Bijlmer Oost (E,G,K)",WK036394,26225,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,9,10,12,15,18,22,26,28,32,36,40,41,42,42,43,44,44,45,45,46,46,46,47,47,48,48,48,49,49,50,50,50,50,50,50,50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,0
Wijk 00 Geldrop,WK177100,8660,5,5,5,5,5,5,5,5,5,5,7,8,10,13,14,17,18,21,27,40,50,62,69,74,77,83,83,84,85,86,86,86,86,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,0
Wijk 00 Geldrop,WK177100,25843,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,7,8,9,12,17,21,27,30,33,37,41,44,50,54,57,61,64,66,67,68,68,69,69,69,70,70,70,71,71,71,71,72,72,72,72,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,0
