"Datum","Type","<20","20 - 24","25 - 29","30 - 34","35 - 39","40 - 44","45 - 49","50 - 54","55 - 59","60 - 64","65 - 69","70 - 74","75 - 79","80 - 84","85 - 89",">90"
"2022-01-24","IC",45,84,176,306,393,510,932,1550,2143,2565,2836,2889,1719,458,73,7
"2022-01-24","Klinisch",2352,770,1308,1852,2049,2408,3691,5678,6904,7294,7615,9569,10275,9090,6076,2678
"2022-01-25","IC",45,85,176,306,393,512,932,1550,2144,2566,2838,2890,1721,458,74,7
"2022-01-25","Klinisch",2370,779,1316,1860,2054,2416,3694,5686,6919,7311,7620,9583,10290,9107,6084,2687
"2022-01-26","IC",45,86,176,306,393,512,933,1552,2146,2565,2840,2891,1723,458,74,7
"2022-01-26","Klinisch",2392,780,1322,1870,2068,2426,3704,5694,6923,7325,7623,9595,10296,9118,6094,2695
"2022-01-27","IC",45,86,176,306,393,512,933,1553,2149,2568,2842,2895,1722,459,74,7
"2022-01-27","Klinisch",2408,786,1331,1880,2073,2429,3707,5699,6933,7335,7635,9602,10313,9129,6108,2697
"2022-01-28","IC",45,87,176,306,397,511,934,1555,2149,2570,2843,2898,1723,461,75,7
"2022-01-28","Klinisch",2440,796,1339,1893,2086,2431,3715,5710,6947,7352,7647,9619,10336,9150,6120,2709
"2022-01-29","IC",46,88,177,306,401,511,935,1555,2150,2571,2843,2898,1726,459,75,7
"2022-01-29","Klinisch",2457,798,1342,1898,2087,2433,3714,5714,6949,7354,7649,9629,10338,9157,6126,2708
"2022-01-30","IC",46,87,177,306,401,511,938,1556,2150,2572,2843,2900,1728,460,75,7
"2022-01-30","Klinisch",2467,799,1351,1912,2094,2442,3720,5719,6958,7364,7654,9637,10355,9168,6129,2714
"2022-01-31","IC",46,88,177,306,402,511,940,1558,2152,2571,2845,2899,1728,459,75,7
"2022-01-31","Klinisch",2494,809,1356,1924,2105,2450,3729,5731,6972,7374,7679,9658,10377,9185,6140,2725
"2022-02-01","IC",46,88,179,307,402,513,939,1558,2155,2573,2853,2900,1729,460,75,7
"2022-02-01","Klinisch",2539,816,1375,1937,2117,2459,3740,5743,6985,7392,7694,9679,10392,9212,6167,2733
"2022-02-02","IC",46,91,179,307,402,515,940,1557,2157,2575,2854,2902,1729,459,77,7
"2022-02-02","Klinisch",2576,823,1389,1963,2137,2466,3754,5756,6997,7408,7712,9707,10427,9253,6187,2738
"2022-02-03","IC",46,92,179,308,402,516,940,1559,2158,2575,2857,2903,1733,459,76,7
"2022-02-03","Klinisch",2592,823,1394,1974,2147,2473,3763,5754,7002,7416,7725,9729,10439,9263,6202,2738
"2022-02-04","IC",48,95,182,306,402,515,942,1563,2160,2573,2858,2905,1733,459,76,7
"2022-02-04","Klinisch",2621,833,1408,1996,2158,2482,3769,5770,7024,7443,7751,9750,10463,9293,6219,2747
"2022-02-05","IC",49,93,181,307,403,515,944,1561,2159,2575,2859,2904,1736,459,76,7
"2022-02-05","Klinisch",2635,834,1417,1997,2164,2489,3771,5776,7032,7449,7757,9760,10490,9302,6222,2750
"2022-02-06","IC",48,93,181,307,405,516,945,1561,2163,2577,2862,2905,1739,459,76,7
"2022-02-06","Klinisch",2644,836,1421,2001,2170,2494,3773,5779,7044,7454,7759,9764,10492,9311,6227,2753
"2022-02-07","IC",48,95,181,308,405,517,945,1563,2173,2583,2870,2909,1740,462,76,7
"2022-02-07","Klinisch",2675,837,1429,2017,2181,2498,3781,5794,7055,7466,7779,9799,10508,9337,6253,2762
"2022-02-08","IC",46,95,181,308,406,518,946,1562,2174,2583,2868,2913,1744,464,76,7
"2022-02-08","Klinisch",2715,850,1437,2035,2194,2507,3795,5810,7073,7484,7797,9831,10527,9362,6262,2767
"2022-02-09","IC",45,95,182,308,406,518,945,1564,2175,2589,2871,2916,1744,467,76,7
"2022-02-09","Klinisch",2734,853,1447,2049,2197,2517,3792,5815,7087,7499,7811,9852,10533,9379,6278,2777
"2022-02-10","IC",45,95,182,309,406,519,944,1566,2176,2589,2871,2916,1748,467,77,7
"2022-02-10","Klinisch",2754,860,1453,2059,2209,2521,3804,5825,7098,7515,7820,9869,10538,9403,6291,2784
"2022-02-11","IC",45,95,183,309,406,519,945,1568,2179,2590,2873,2918,1748,468,77,7
"2022-02-11","Klinisch",2771,861,1458,2075,2212,2527,3809,5837,7102,7524,7828,9887,10553,9399,6301,2790
"2022-02-12","IC",45,95,183,309,406,520,945,1568,2180,2592,2875,2917,1750,467,78,7
"2022-02-12","Klinisch",2788,866,1465,2082,2219,2536,3815,5848,7115,7533,7840,9904,10570,9415,6310,2793
"2022-02-13","IC",45,95,183,309,406,521,946,1569,2178,2593,2876,2916,1750,467,78,7
"2022-02-13","Klinisch",2807,868,1470,2091,2223,2541,3818,5848,7119,7542,7851,9914,10574,9433,6310,2797
"2022-02-14","IC",45,95,183,309,406,521,950,1570,2181,2594,2880,2920,1752,468,78,7
"2022-02-14","Klinisch",2821,870,1476,2106,2236,2546,3830,5858,7139,7554,7870,9941,10597,9469,6328,2812
"2022-02-15","IC",45,95,183,309,406,523,951,1573,2182,2593,2887,2925,1754,470,78,7
"2022-02-15","Klinisch",2857,889,1490,2124,2247,2563,3842,5878,7155,7583,7902,9985,10641,9513,6363,2829
"2022-02-16","IC",46,96,183,310,407,523,952,1571,2183,2598,2889,2929,1756,470,78,7
"2022-02-16","Klinisch",2882,894,1496,2131,2256,2567,3848,5890,7162,7604,7926,10013,10665,9536,6395,2836
"2022-02-17","IC",46,97,183,310,407,525,952,1571,2183,2598,2891,2931,1758,470,79,7
"2022-02-17","Klinisch",2909,897,1505,2138,2265,2576,3857,5903,7168,7618,7943,10032,10686,9554,6406,2844
"2022-02-18","IC",46,97,183,311,409,525,951,1571,2185,2600,2891,2932,1761,472,79,7
"2022-02-18","Klinisch",2927,898,1518,2146,2270,2585,3862,5911,7181,7629,7958,10060,10712,9572,6422,2854
"2022-02-19","IC",46,97,183,311,410,525,953,1571,2190,2600,2890,2935,1763,473,79,7
"2022-02-19","Klinisch",2941,904,1519,2155,2278,2587,3865,5918,7186,7640,7971,10069,10724,9590,6429,2858
"2022-02-20","IC",46,97,183,311,410,525,952,1574,2189,2603,2891,2937,1768,474,79,7
"2022-02-20","Klinisch",2943,908,1524,2159,2280,2590,3868,5925,7197,7646,7978,10084,10730,9593,6437,2865
"2022-02-21","IC",46,97,184,314,412,525,956,1576,2192,2610,2892,2939,1770,475,80,7
"2022-02-21","Klinisch",2968,911,1528,2161,2291,2599,3873,5934,7209,7664,7998,10112,10774,9616,6470,2871
"2022-02-22","IC",46,97,184,313,411,526,954,1577,2192,2617,2893,2939,1771,476,79,7
"2022-02-22","Klinisch",2984,914,1535,2170,2298,2601,3874,5945,7226,7674,8025,10130,10791,9639,6493,2881
"2022-02-23","IC",46,97,184,313,412,525,956,1581,2195,2619,2897,2941,1770,475,79,7
"2022-02-23","Klinisch",3005,916,1544,2173,2303,2612,3882,5960,7239,7692,8041,10151,10817,9665,6508,2888
"2022-02-24","IC",46,98,184,313,412,525,954,1582,2198,2622,2898,2945,1773,477,79,7
"2022-02-24","Klinisch",2998,917,1545,2180,2305,2618,3884,5965,7248,7706,8063,10165,10839,9680,6518,2895
"2022-02-25","IC",47,98,184,313,413,527,957,1582,2202,2623,2904,2950,1773,476,79,7
"2022-02-25","Klinisch",3007,923,1550,2191,2314,2623,3892,5976,7253,7719,8076,10186,10864,9706,6532,2906
"2022-02-26","IC",47,98,184,313,413,527,956,1583,2200,2624,2906,2951,1774,476,79,7
"2022-02-26","Klinisch",3019,927,1552,2192,2316,2626,3891,5977,7262,7722,8079,10199,10872,9713,6540,2907
"2022-02-27","IC",47,98,184,315,413,527,956,1584,2202,2625,2907,2952,1775,476,79,7
"2022-02-27","Klinisch",3029,929,1554,2191,2317,2629,3897,5979,7266,7727,8084,10204,10881,9732,6544,2908
"2022-02-28","IC",47,99,184,315,413,527,959,1585,2205,2626,2907,2956,1778,476,79,7
"2022-02-28","Klinisch",3050,930,1558,2198,2319,2637,3905,5992,7281,7750,8112,10228,10919,9756,6567,2919
"2022-03-01","IC",47,99,185,315,413,529,958,1586,2204,2628,2910,2959,1782,476,80,7
"2022-03-01","Klinisch",3066,933,1563,2206,2326,2638,3909,5999,7288,7760,8125,10248,10944,9779,6589,2933
"2022-03-02","IC",46,99,186,316,415,530,958,1586,2207,2630,2914,2960,1782,476,80,7
"2022-03-02","Klinisch",3079,936,1573,2217,2336,2643,3915,6004,7295,7777,8145,10271,10966,9798,6611,2935
"2022-03-03","IC",46,99,186,317,415,531,957,1587,2209,2631,2916,2964,1786,477,80,7
"2022-03-03","Klinisch",3095,940,1580,2226,2343,2646,3915,6014,7309,7784,8156,10283,10991,9827,6627,2944
"2022-03-04","IC",46,100,187,317,416,531,958,1588,2210,2635,2919,2968,1787,477,79,6
"2022-03-04","Klinisch",3107,948,1583,2231,2348,2652,3919,6022,7322,7796,8170,10298,11010,9834,6642,2951
"2022-03-05","IC",46,100,189,318,416,531,958,1588,2211,2638,2918,2969,1788,477,79,6
"2022-03-05","Klinisch",3112,952,1587,2231,2352,2658,3924,6030,7333,7814,8186,10311,11023,9847,6648,2960
"2022-03-07","IC",46,101,188,319,416,531,959,1589,2213,2643,2927,2972,1793,478,80,6
"2022-03-07","Klinisch",3151,958,1606,2250,2363,2667,3931,6053,7359,7841,8204,10372,11056,9894,6698,2976
"2022-03-08","IC",46,101,188,319,417,531,958,1589,2213,2643,2928,2976,1795,477,81,6
"2022-03-08","Klinisch",3170,961,1612,2261,2365,2672,3938,6064,7375,7861,8226,10402,11083,9928,6726,2987
"2022-03-09","IC",46,102,188,322,416,532,960,1591,2213,2646,2932,2978,1799,477,80,6
"2022-03-09","Klinisch",3200,964,1616,2265,2371,2673,3943,6073,7386,7876,8239,10415,11096,9946,6744,2994
"2022-03-10","IC",46,102,188,322,416,533,959,1591,2215,2646,2934,2981,1800,477,80,6
"2022-03-10","Klinisch",3221,971,1626,2276,2386,2678,3950,6084,7397,7894,8262,10451,11130,9973,6764,3005
"2022-03-11","IC",46,104,188,322,417,533,960,1591,2216,2648,2937,2984,1800,480,80,6
"2022-03-11","Klinisch",3240,974,1634,2290,2395,2689,3957,6092,7418,7917,8293,10494,11177,10024,6796,3028
"2022-03-12","IC",46,104,188,322,416,532,960,1592,2215,2650,2939,2986,1802,482,80,6
"2022-03-12","Klinisch",3258,977,1641,2298,2400,2689,3958,6095,7424,7921,8307,10505,11191,10038,6814,3039
"2022-03-13","IC",46,104,189,323,416,532,961,1591,2216,2653,2941,2991,1802,482,80,6
"2022-03-13","Klinisch",3267,978,1648,2299,2403,2695,3965,6099,7437,7931,8316,10514,11211,10051,6826,3045
"2022-03-14","IC",47,104,189,323,416,532,961,1593,2217,2653,2946,2993,1805,485,80,6
"2022-03-14","Klinisch",3303,985,1659,2315,2412,2700,3973,6113,7456,7959,8356,10565,11260,10116,6876,3081
"2022-03-15","IC",48,105,189,322,417,533,962,1593,2218,2657,2947,2999,1805,486,81,7
"2022-03-15","Klinisch",3323,987,1665,2322,2421,2704,3982,6120,7471,7988,8384,10591,11301,10168,6908,3106
"2022-03-16","IC",50,106,189,322,418,536,965,1594,2221,2659,2950,3003,1811,489,81,7
"2022-03-16","Klinisch",3343,994,1674,2338,2431,2713,3993,6139,7489,8026,8430,10634,11354,10218,6949,3115
"2022-03-17","IC",50,106,189,323,417,536,968,1596,2222,2657,2954,3008,1812,489,82,7
"2022-03-17","Klinisch",3358,997,1686,2343,2441,2718,4007,6152,7504,8041,8458,10671,11390,10259,6973,3131
"2022-03-18","IC",50,106,189,324,417,537,967,1597,2221,2659,2956,3011,1814,489,81,7
"2022-03-18","Klinisch",3368,998,1687,2351,2441,2722,4008,6157,7521,8053,8489,10701,11412,10305,6997,3144
"2022-03-19","IC",50,106,190,324,417,537,970,1598,2224,2660,2962,3011,1814,493,81,6
"2022-03-19","Klinisch",3384,999,1695,2354,2445,2727,4012,6161,7522,8062,8499,10709,11427,10321,7009,3154
"2022-03-20","IC",50,106,190,324,417,537,969,1597,2225,2660,2963,3012,1815,492,81,6
"2022-03-20","Klinisch",3389,999,1692,2356,2448,2728,4013,6162,7526,8063,8509,10712,11439,10326,7014,3155
"2022-03-21","IC",50,107,190,323,418,539,970,1598,2227,2665,2966,3017,1818,493,82,7
"2022-03-21","Klinisch",3413,1002,1707,2370,2468,2734,4018,6172,7550,8090,8549,10764,11503,10387,7066,3179
"2022-03-22","IC",50,107,191,327,419,541,971,1599,2226,2667,2971,3021,1825,493,84,9
"2022-03-22","Klinisch",3431,1007,1712,2371,2480,2741,4022,6190,7578,8111,8589,10815,11550,10444,7101,3204
"2022-03-23","IC",50,107,191,326,421,541,971,1602,2229,2676,2975,3028,1831,495,85,9
"2022-03-23","Klinisch",3444,1013,1716,2385,2484,2750,4030,6197,7588,8128,8619,10835,11596,10471,7129,3231
"2022-03-24","IC",51,107,191,327,420,541,974,1601,2229,2675,2975,3035,1831,495,85,9
"2022-03-24","Klinisch",3462,1014,1717,2397,2485,2756,4037,6208,7594,8153,8638,10866,11643,10515,7154,3244
"2022-03-25","IC",51,107,191,327,420,542,974,1604,2232,2678,2979,3037,1838,495,86,9
"2022-03-25","Klinisch",3479,1019,1721,2404,2488,2760,4040,6220,7601,8166,8652,10885,11673,10543,7178,3255
"2022-03-26","IC",52,107,191,327,421,542,973,1603,2231,2681,2983,3040,1838,496,86,9
"2022-03-26","Klinisch",3484,1019,1723,2410,2490,2763,4046,6222,7605,8175,8659,10909,11686,10562,7189,3267
"2022-03-27","IC",52,107,191,327,421,542,974,1603,2231,2683,2986,3042,1841,497,87,9
"2022-03-27","Klinisch",3489,1018,1725,2410,2494,2766,4048,6224,7616,8180,8666,10913,11695,10579,7201,3272
"2022-03-28","IC",52,107,191,327,422,544,973,1605,2232,2687,2989,3049,1844,500,87,9
"2022-03-28","Klinisch",3504,1021,1729,2421,2503,2769,4057,6234,7643,8213,8708,10973,11748,10628,7250,3299
"2022-03-29","IC",51,107,191,327,422,545,974,1605,2233,2687,2989,3045,1847,503,87,9
"2022-03-29","Klinisch",3519,1022,1734,2423,2508,2775,4065,6244,7648,8233,8730,10998,11783,10677,7302,3311
"2022-03-30","IC",52,107,191,328,423,546,974,1605,2240,2690,2991,3048,1846,503,89,9
"2022-03-30","Klinisch",3534,1023,1738,2431,2514,2779,4067,6254,7658,8252,8747,11025,11808,10721,7323,3331
"2022-03-31","IC",53,108,191,329,422,547,974,1606,2242,2696,2993,3049,1848,504,89,9
"2022-03-31","Klinisch",3558,1024,1740,2433,2522,2779,4069,6263,7665,8259,8770,11052,11848,10745,7335,3340
"2022-04-01","IC",54,109,192,329,422,546,975,1607,2241,2696,3000,3051,1852,508,89,9
"2022-04-01","Klinisch",3560,1026,1744,2436,2526,2787,4073,6267,7672,8266,8789,11073,11866,10762,7350,3351
"2022-04-02","IC",54,109,192,329,422,546,975,1607,2241,2700,2999,3050,1852,507,90,9
"2022-04-02","Klinisch",3568,1028,1747,2440,2528,2787,4075,6274,7683,8281,8802,11089,11892,10781,7362,3361
"2022-04-03","IC",54,109,192,329,422,546,974,1607,2241,2699,2998,3052,1852,509,90,9
"2022-04-03","Klinisch",3567,1030,1749,2440,2526,2789,4076,6276,7682,8281,8802,11096,11895,10785,7367,3361
"2022-04-04","IC",54,110,192,329,422,547,974,1607,2246,2701,2998,3057,1853,509,91,9
"2022-04-04","Klinisch",3592,1030,1752,2449,2526,2794,4082,6283,7692,8301,8827,11131,11942,10831,7394,3386
"2022-04-05","IC",54,110,192,330,423,548,974,1610,2246,2702,2999,3058,1851,512,90,9
"2022-04-05","Klinisch",3603,1031,1753,2449,2529,2798,4085,6291,7702,8317,8854,11180,11965,10861,7415,3396
"2022-04-06","IC",54,110,192,330,423,548,975,1610,2248,2704,2999,3059,1856,512,90,9
"2022-04-06","Klinisch",3614,1032,1751,2453,2535,2800,4085,6302,7715,8328,8876,11203,11997,10877,7436,3409
"2022-04-07","IC",54,110,192,331,423,549,976,1609,2245,2706,3000,3060,1866,511,94,10
"2022-04-07","Klinisch",3626,1034,1754,2456,2540,2804,4090,6305,7725,8338,8885,11222,12029,10903,7455,3423
"2022-04-08","IC",54,111,193,331,423,549,976,1610,2249,2706,3002,3062,1862,514,92,9
"2022-04-08","Klinisch",3638,1034,1757,2459,2537,2805,4092,6313,7732,8354,8897,11240,12053,10921,7471,3428
"2022-04-09","IC",54,111,193,332,423,550,976,1612,2251,2708,3003,3063,1863,515,92,10
"2022-04-09","Klinisch",3646,1035,1757,2460,2538,2807,4096,6315,7741,8359,8907,11247,12072,10925,7475,3431
"2022-04-10","IC",54,111,193,332,423,550,977,1612,2251,2707,3006,3064,1863,515,92,10
"2022-04-10","Klinisch",3653,1035,1757,2463,2538,2808,4096,6316,7744,8363,8911,11254,12081,10925,7482,3434
"2022-04-11","IC",54,112,192,332,423,550,976,1612,2253,2709,3008,3066,1867,520,93,10
"2022-04-11","Klinisch",3671,1035,1766,2471,2540,2811,4099,6321,7747,8378,8934,11285,12113,10959,7508,3450
"2022-04-12","IC",54,112,192,331,423,551,979,1615,2253,2709,3009,3067,1869,518,93,11
"2022-04-12","Klinisch",3676,1035,1770,2474,2545,2815,4104,6327,7755,8397,8951,11308,12135,10989,7525,3461
"2022-04-13","IC",54,112,192,331,423,552,979,1615,2255,2708,3010,3068,1870,519,93,11
"2022-04-13","Klinisch",3683,1036,1772,2475,2547,2814,4103,6330,7757,8407,8958,11317,12150,10995,7538,3461
"2022-04-14","IC",54,112,192,331,423,553,981,1615,2254,2711,3016,3071,1870,520,93,10
"2022-04-14","Klinisch",3690,1037,1774,2480,2548,2817,4104,6331,7765,8416,8968,11333,12162,11014,7548,3471
"2022-04-15","IC",54,111,193,331,424,553,982,1616,2256,2710,3020,3071,1871,521,93,10
"2022-04-15","Klinisch",3692,1039,1778,2481,2551,2818,4108,6337,7772,8426,8979,11357,12181,11037,7562,3476
"2022-04-16","IC",54,111,193,332,424,553,982,1616,2255,2713,3021,3072,1873,520,93,10
"2022-04-16","Klinisch",3697,1039,1778,2480,2550,2820,4108,6337,7773,8431,8985,11361,12185,11049,7570,3478
"2022-04-17","IC",54,111,193,332,424,554,981,1616,2257,2711,3020,3073,1873,521,93,10
"2022-04-17","Klinisch",3699,1039,1778,2480,2551,2819,4108,6337,7772,8430,8987,11365,12187,11051,7571,3480
"2022-04-18","IC",54,111,193,332,424,554,981,1619,2258,2712,3020,3073,1873,521,93,10
"2022-04-18","Klinisch",3699,1039,1779,2480,2551,2819,4109,6337,7775,8430,8989,11360,12186,11056,7577,3483
"2022-04-19","IC",54,111,193,332,424,554,981,1618,2261,2713,3017,3075,1873,524,95,10
"2022-04-19","Klinisch",3716,1042,1783,2489,2550,2821,4110,6347,7788,8445,9013,11389,12227,11090,7602,3504
"2022-04-20","IC",54,111,193,332,424,554,981,1620,2260,2716,3020,3079,1876,527,97,10
"2022-04-20","Klinisch",3724,1043,1783,2488,2552,2820,4112,6354,7794,8458,9025,11399,12251,11097,7620,3510
"2022-04-21","IC",54,112,193,332,424,554,981,1621,2261,2717,3024,3080,1877,527,95,10
"2022-04-21","Klinisch",3723,1043,1784,2494,2551,2819,4112,6356,7797,8464,9038,11408,12261,11103,7632,3521
"2022-04-22","IC",54,111,193,332,424,554,982,1621,2260,2717,3024,3081,1878,528,95,10
"2022-04-22","Klinisch",3727,1043,1784,2494,2552,2821,4113,6361,7801,8466,9048,11425,12273,11107,7637,3525
"2022-04-23","IC",54,111,193,332,424,554,981,1620,2261,2719,3025,3082,1878,527,94,10
"2022-04-23","Klinisch",3729,1044,1785,2496,2552,2822,4113,6362,7805,8468,9047,11430,12272,11111,7641,3526
"2022-04-25","IC",54,111,193,332,424,555,982,1620,2260,2720,3024,3084,1878,528,94,10
"2022-04-25","Klinisch",3736,1045,1788,2497,2554,2822,4114,6367,7813,8484,9068,11450,12286,11133,7664,3533
"2022-04-26","IC",54,111,193,332,424,554,981,1622,2259,2723,3024,3086,1879,530,95,10
"2022-04-26","Klinisch",3737,1045,1788,2497,2554,2823,4118,6371,7813,8487,9074,11458,12298,11146,7672,3537
"2022-04-27","IC",54,111,193,332,424,555,981,1623,2259,2722,3027,3086,1880,529,95,10
"2022-04-27","Klinisch",3740,1045,1788,2499,2554,2823,4118,6373,7820,8490,9081,11462,12305,11150,7672,3540
"2022-04-28","IC",54,111,193,332,424,555,982,1624,2259,2726,3028,3087,1880,530,95,10
"2022-04-28","Klinisch",3739,1047,1790,2499,2559,2823,4121,6376,7823,8493,9082,11481,12318,11160,7681,3545
"2022-04-29","IC",54,111,193,332,424,554,982,1623,2261,2728,3026,3089,1879,530,95,10
"2022-04-29","Klinisch",3745,1047,1791,2499,2557,2825,4119,6380,7826,8499,9088,11492,12326,11162,7686,3548
"2022-05-02","IC",54,111,193,332,424,554,982,1623,2265,2729,3029,3092,1883,530,95,10
"2022-05-02","Klinisch",3747,1047,1792,2501,2559,2828,4121,6386,7839,8504,9102,11503,12355,11181,7705,3558
"2022-05-03","IC",54,111,193,332,424,554,984,1623,2264,2729,3029,3093,1885,531,96,10
"2022-05-03","Klinisch",3759,1047,1796,2499,2559,2829,4121,6392,7841,8507,9107,11509,12364,11196,7714,3562
"2022-05-04","IC",54,111,193,332,424,554,983,1623,2265,2729,3031,3093,1883,531,97,10
"2022-05-04","Klinisch",3762,1047,1796,2501,2558,2830,4121,6394,7842,8509,9101,11518,12365,11201,7715,3563
"2022-05-06","IC",54,111,194,332,424,554,983,1624,2263,2731,3033,3093,1884,532,96,10
"2022-05-06","Klinisch",3763,1048,1799,2505,2561,2832,4122,6393,7847,8518,9110,11528,12379,11207,7729,3566
"2022-05-09","IC",54,111,194,331,424,554,984,1624,2266,2730,3039,3098,1884,532,96,10
"2022-05-09","Klinisch",3767,1050,1800,2507,2564,2834,4125,6396,7847,8530,9114,11537,12391,11227,7746,3577
"2022-05-10","IC",55,111,194,331,424,554,985,1625,2267,2735,3036,3098,1888,533,97,10
"2022-05-10","Klinisch",3772,1050,1803,2508,2566,2835,4128,6399,7847,8531,9125,11550,12403,11237,7759,3584
"2022-05-11","IC",55,111,194,331,426,554,985,1625,2267,2736,3039,3098,1891,535,97,10
"2022-05-11","Klinisch",3772,1050,1803,2508,2565,2836,4129,6401,7850,8537,9125,11554,12414,11250,7764,3585
"2022-05-12","IC",55,111,194,331,427,554,985,1624,2267,2735,3040,3098,1889,534,97,11
"2022-05-12","Klinisch",3774,1050,1804,2509,2566,2837,4130,6400,7849,8540,9133,11563,12420,11255,7765,3584
"2022-05-13","IC",55,111,194,331,427,554,984,1624,2271,2734,3042,3099,1890,534,97,11
"2022-05-13","Klinisch",3773,1050,1804,2508,2567,2836,4132,6403,7856,8542,9133,11566,12424,11264,7769,3585
"2022-05-16","IC",55,111,197,331,427,554,986,1624,2272,2736,3043,3098,1890,534,97,11
"2022-05-16","Klinisch",3777,1051,1806,2514,2566,2839,4132,6410,7860,8549,9148,11579,12437,11271,7787,3593
"2022-05-17","IC",55,111,196,331,427,554,985,1624,2270,2736,3041,3098,1889,534,97,11
"2022-05-17","Klinisch",3780,1052,1807,2514,2566,2840,4133,6411,7862,8549,9151,11583,12443,11278,7787,3600
"2022-05-18","IC",55,111,196,331,427,554,985,1623,2272,2737,3039,3098,1889,533,97,11
"2022-05-18","Klinisch",3785,1052,1807,2514,2568,2840,4135,6413,7862,8554,9154,11592,12447,11277,7797,3604
"2022-05-19","IC",55,111,196,331,427,554,986,1624,2273,2737,3039,3100,1891,533,97,11
"2022-05-19","Klinisch",3785,1054,1807,2516,2569,2841,4136,6413,7866,8554,9158,11596,12450,11288,7798,3607
"2022-05-20","IC",54,111,196,332,427,554,985,1623,2271,2737,3039,3101,1893,533,97,11
"2022-05-20","Klinisch",3790,1054,1808,2516,2569,2841,4137,6414,7867,8556,9161,11603,12458,11297,7798,3609
"2022-05-23","IC",54,111,196,332,427,554,986,1623,2273,2736,3041,3102,1894,533,97,12
"2022-05-23","Klinisch",3797,1054,1808,2518,2572,2842,4138,6422,7871,8561,9172,11603,12469,11313,7800,3616
"2022-05-24","IC",54,111,196,332,427,554,986,1623,2273,2738,3043,3106,1895,534,97,12
"2022-05-24","Klinisch",3805,1054,1809,2520,2572,2842,4137,6422,7871,8565,9177,11609,12477,11316,7807,3621
"2022-05-25","IC",54,111,196,332,427,554,985,1624,2272,2737,3044,3106,1895,535,97,12
"2022-05-25","Klinisch",3808,1054,1810,2519,2574,2842,4137,6422,7872,8569,9180,11613,12482,11321,7815,3622
"2022-05-27","IC",54,111,196,332,427,554,985,1624,2272,2738,3042,3106,1895,535,97,12
"2022-05-27","Klinisch",3806,1054,1811,2521,2575,2842,4139,6422,7873,8567,9180,11614,12490,11324,7817,3623
"2022-05-30","IC",55,111,196,332,427,554,985,1624,2274,2739,3045,3107,1896,535,97,12
"2022-05-30","Klinisch",3818,1055,1814,2521,2579,2844,4139,6431,7879,8571,9188,11626,12494,11334,7827,3632
"2022-05-31","IC",55,111,196,332,427,554,985,1624,2273,2739,3043,3108,1897,534,97,12
"2022-05-31","Klinisch",3817,1055,1815,2520,2580,2847,4140,6431,7881,8574,9195,11624,12498,11337,7831,3634
"2022-06-01","IC",55,111,196,332,427,554,985,1625,2274,2740,3043,3110,1898,534,97,12
"2022-06-01","Klinisch",3817,1055,1814,2521,2580,2849,4141,6432,7882,8573,9194,11627,12499,11340,7832,3636
"2022-06-02","IC",55,111,196,332,428,554,985,1626,2274,2738,3046,3109,1899,534,97,12
"2022-06-02","Klinisch",3819,1056,1817,2521,2580,2849,4141,6433,7885,8573,9197,11629,12502,11348,7837,3638
"2022-06-03","IC",55,111,196,332,428,554,985,1624,2274,2738,3048,3109,1900,534,100,12
"2022-06-03","Klinisch",3819,1056,1816,2519,2580,2849,4141,6433,7886,8576,9199,11636,12508,11353,7841,3637
"2022-06-07","IC",55,112,197,332,428,555,985,1624,2276,2737,3051,3111,1901,537,99,12
"2022-06-07","Klinisch",3822,1058,1820,2523,2580,2853,4146,6443,7891,8580,9212,11652,12525,11369,7856,3644
"2022-06-08","IC",55,112,197,332,428,555,986,1625,2276,2739,3051,3110,1901,536,99,12
"2022-06-08","Klinisch",3831,1059,1821,2522,2581,2854,4148,6444,7891,8582,9218,11659,12530,11371,7861,3647
"2022-06-09","IC",55,112,197,333,428,556,986,1624,2277,2738,3050,3112,1902,535,99,12
"2022-06-09","Klinisch",3834,1059,1821,2523,2581,2856,4147,6444,7891,8585,9222,11661,12537,11375,7872,3652
"2022-06-10","IC",55,112,197,333,428,556,986,1624,2276,2739,3051,3111,1901,536,99,12
"2022-06-10","Klinisch",3832,1059,1821,2523,2582,2857,4148,6446,7892,8585,9217,11667,12543,11383,7881,3656
"2022-06-13","IC",55,112,197,333,428,556,986,1624,2279,2739,3051,3110,1901,537,99,12
"2022-06-13","Klinisch",3839,1061,1824,2524,2582,2863,4150,6451,7901,8593,9234,11681,12566,11409,7903,3671
"2022-06-14","IC",55,112,197,333,428,556,985,1624,2281,2741,3056,3110,1903,538,99,12
"2022-06-14","Klinisch",3847,1063,1825,2525,2583,2865,4153,6454,7907,8598,9240,11685,12577,11416,7908,3671
"2022-06-15","IC",55,112,197,333,428,556,986,1625,2282,2741,3054,3110,1903,539,100,12
"2022-06-15","Klinisch",3849,1064,1825,2527,2583,2867,4157,6454,7908,8599,9240,11694,12583,11418,7911,3674
"2022-06-16","IC",55,112,198,333,428,556,986,1625,2281,2741,3055,3109,1903,539,100,12
"2022-06-16","Klinisch",3855,1065,1826,2528,2583,2870,4157,6459,7912,8605,9245,11697,12590,11436,7918,3679
"2022-06-17","IC",55,112,198,333,429,558,985,1625,2282,2743,3056,3111,1903,541,100,12
